ClassName,Attribute,DataType,Version,Notes
OrganizationalContact,title,"ST",3.0.3,"DEFINITION: A descriptive or distinctive appellation especially one belonging to a person by right of rank office attainment etc. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
OrganizationalContact,typeCode,"DSET<CD>",3.0.3,"DEFINITION: A coded value specifying the kind of organizational contact. EXAMPLE(S): safety sales financial manufacturing Review Board contact OTHER NAME(S): NOTE(S):"
OversightCommittee,effectiveDateRange,"IVL<TS.DATETIME>",3.0.3,"DEFINITION: The date and time span for when the oversight committee is active. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
OversightCommittee,typeCode,"CD",3.0.3,"DEFINITION: A coded value specifying the kind of oversight committee. EXAMPLE(S): Adjudication Committee IRB Data Safety Monitoring Board OTHER NAME(S): NOTE(S):"
Package,capTypeCode,"CD",3.0.3,"DEFINITION: A coded value specifying the type of container cap. EXAMPLE(S): OTHER NAME(S): NOTE(S): In some cases it is important for this to be consistent with decapping piercing or other automated manipulation."
Package,capacityQuantity,"PQ",3.0.3,"DEFINITION: The maximum number of product units within a package. EXAMPLE(S): 1000 cc. OTHER NAME(S): NOTE(S):"
Package,handlingCode,"CD",3.0.3," DEFINITION: A coded value specifying special handling requirements for the package. EXAMPLE(S): keep at room temperature store upright. OTHER NAME(S): NOTE(S):"
Performer,effectiveDateRange,"IVL<TS.DATETIME>",3.0.3,"DEFINITION: The date and time span for when the performer is active. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
Performer,identifier,"II",3.0.3,"DEFINITION: A unique symbol that establishes identity of the performer. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
Performer,postalAddress,"AD",3.0.3,"DEFINITION: A contact point used to send physical forms of communication to the performer. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
Performer,telecomAddress,"BAG<TEL>",3.0.3,"DEFINITION: A sequence of digits or characters used to identify a particular telephone fax or email of the performer. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
Performer,typeCode,"CD",3.0.3,"DEFINITION: A coded value specifying the kind of performer. EXAMPLE(S): surgeon monitoring device performing laboratory OTHER NAME(S): NOTE(S):"
Person,educationLevelCode,"CD",3.0.3,"DEFINITION: A coded value specifying the highest level of education completed. EXAMPLE(S): Less than High School Diploma High School Diploma Some College OTHER NAME(S): NOTE(S):"
Person,ethnicGroupCode,"DSET<CD>",3.0.3,"DEFINITION: A coded value specifying the self-declared ethnic origination independent of racial origination. EXAMPLE(S): For the National Cancer Institute (NCI) this code is based on Office of Management &amp; Budget (OMB) approved categories. OTHER NAME(S): NOTE(S):"
Person,initials,"ST",3.0.3,"DEFINITION: The first letters of the person's first name middle name and last name. EXAMPLE(S): OTHER NAME(S): NOTE(S): If the person does not have a middle initial the initials will only be two characters."
Person,maritalStatusCode,"CD",3.0.3,"DEFINITION: A coded value specifying the domestic partnership status of a person. EXAMPLE(S): Married Widowed Single Separated OTHER NAME(S): NOTE(S):"
Person,occupationDateRange,"IVL<TS.DATE>",3.0.3,"DEFINITION: The date and time span specifying the start and end of a person's occupation. EXAMPLE(S): OTHER NAME(S): NOTE(S): The occupation is determined by the Person.primaryOccupationCode."
Person,postalAddress,"AD",3.0.3,"DEFINITION: A contact point used to send physical forms of communication to the person. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
Person,primaryOccupationCode,"CD",3.0.3,"DEFINITION: A coded value specifying the principal activity that a person does to earn money. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
Person,raceCode,"DSET<CD>",3.0.3,"DEFINITION: A coded value specifying a self-declared racial origination independent of ethnic origination. EXAMPLE(S): For the National Cancer Institute (NCI) this code is based on Office of Management &amp; Budget (OMB) approved categories. OTHER NAME(S): NOTE(S):"
Person,telecomAddress,"BAG<TEL>",3.0.3,"DEFINITION: A sequence of digits or characters used to identify a particular telephone fax or email of the person. EXAMPLE(S): The set of digits that serves as the address for a telephone device. Included in the phone number are country city and area codes needed to uniquely address the telephone. A URL or e-mail would be similarly described. OTHER NAME(S): NOTE(S):"
Place,code,"CD",3.0.3,"DEFINITION: A coded value specifying a non-unique identifier for a place. EXAMPLE(S): The Food and Drug Administration (FDA) exercises responsibility for pharmacovigilance (RegulatoryAuthority.jurisdictionAuthorityCode) in the United States (Place.code). OTHER NAME(S): jurisdiction territory code NOTE(S): The only current use-case for this attribute is to specify the geographical area an authority has to make laws and enforce them."
Place,identifier,"DSET<II>",3.0.3,"DEFINITION: A unique symbol that establishes identity of the place. EXAMPLE(S): The license plate number of an ambulance An identifier for a bed in a hospital ward OTHER NAME(S): NOTE(S):"
Place,name,"EN.TN",3.0.3,"DEFINITION: A non-unique textual identifier for the place EXAMPLE(S): European Union might be the name of the territory comprised by the EU member states. OTHER NAME(S): NOTE(S):"
Place,physicalAddress,"AD",3.0.3,"DEFINITION: A representation of the location of the place. EXAMPLE(S): OTHER NAME(S): NOTE(S): The physicalAddress attribute is meant to provide sufficient information to allow someone to visit a place it is not intended to provide geographic categorization a postal address or a simple name by which a country/state/city is referenced (for a simple name use Place.name)."
Place,typeCode,"CD",3.0.3,"DEFINITION: A coded value specifying the kind of place. EXAMPLE(S): emergency department surgical suite patient room OTHER NAME(S): NOTE(S):"
ProcessedProduct,identifier,"II",3.0.3,"DEFINITION: A unique symbol used by the processor to establish identify of a particular product type or line. EXAMPLE(S): catalog number OTHER NAME(S): NOTE(S): There are multiple ways in which an identifier can be associated to a product; inherited from MaterialIdentifier.identifier the association to ProcessedProduct.identifier and the association to ProductRelationship.identifier. If there is no context associated with the identifier then MaterialIdentifier.identifier should be used. However if the identifier for a product would be different in a different context one of the other identifiers should be used. If the product is used in multiple assemblies and in each assembly it would be assigned a different identifier then ProductRelationship.identifier should be used. If a kind of product is produced by different processors and each processor assigns the product a different identifier then ProcessedProduct.identifier should be used."
Product,classCode,"DSET<CD>",3.0.3,"DEFINITION: A coded value specifying a group of products that are homogeneous or generally considered as substitutes for each other. The class is considered as narrow or broad depending on how substitutable the various products are. EXAMPLE(S): stents breakfast cereals cox-2 inhibitors OTHER NAME(S): NOTE(S):"
Product,codeModifiedText,"ST",3.0.3,"DEFINITION: A character string that is a revision of the original text of the product to enable the coding of the text. EXAMPLE(S): If the original text is aspriin the nameCodeModifiedText could be set to aspirin so that the text can be successfully coded. OTHER NAME(S): NOTE(S): In the context of BRIDG text modification occurs a single time for a given instance of originalText."
Product,expirationDate,"TS.DATE.FULL",3.0.3,"DEFINITION: The date (and time) assigned by the manufacturer on which the product should not be used. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
Product,lotNumberText,"ST.SIMPLE",3.0.3,"DEFINITION: An alphanumeric string used to identify a particular batch of the product. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
Product,pre1938Indicator,"BL",3.0.3,"DEFINITION: Specifies whether the product qualifies under the 1938 Grandfather Clause contained in section 20l(p)(l) of the U.S. Federal Food Drug and Cosmetic Act. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
Product,typeCode,"CD",3.0.3,"DEFINITION: A coded value specifying the kind of product. EXAMPLE(S): veterinary medicine diagnostic device OTHER NAME(S): NOTE(S): All members of a type share similar functions and general characteristics especially the purpose for which they are used. "
ProductGroup,actualIndicator,"BL",3.0.3,"DEFINITION: Specifies whether the product group is a particular instance (actual) vs. universal kind. EXAMPLE(S): To indicate a particular ProductGroup actualIndicator = Y. To indicate a kind of ProductGroup actualIndicator = N. OTHER NAME(S): NOTE(S):"
ProductGroup,identifier,"II",3.0.3,"DEFINITION: A unique symbol that establishes identity of the product group. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
ProductGroup,quantity,"INT.NONNEG",3.0.3,"DEFINITION: The number of members in a product group. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
ProductRelationship,activeIngredientIndicator,"BL",3.0.3,"DEFINITION: Specifies whether the ingredient is an active ingredient. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
ProductRelationship,confidentialityCode,"DSET<CD>",3.0.3,"DEFINITION: A coded value specifying the privacy requirements for information about this relationship. EXAMPLE(S): A manufacturer considers an ingredient in a product to be a trade secret. OTHER NAME(S): NOTE(S):"
ProductRelationship,effectiveDateRange,"IVL<TS.DATETIME>",3.0.3,"DEFINITION: The date and time span for when the product relationship is active. EXAMPLE(S): OTHER NAME(S): NOTE(S)"
ProductRelationship,identifier,"II",3.0.3,"DEFINITION: A unique symbol that establishes identity of the product within the context of another product. EXAMPLE(S): OTHER NAME(S): NOTE(S): There are multiple ways in which an identifier can be associated to a product; inherited from MaterilaIdentifier.identifier the association to ProcessedProduct.identifier and the association to ProductRelationship.identifier. If there is no context associated with the identifier then MaterialIdentifier.identifier should be used. However if the identifier for a product would be different in different context one of the other identifiers should be used. If the product is used in multiple assemblies and in each assembly it would be assigned a different identifier then ProductRelationship.identifier should be used. If a kind of product is produced by different processors and each processor assigns the product a different identifier then ProcessedProduct.identifier should be used."
ProductRelationship,quantity,"RTO<PQ,PQ>",3.0.3,"DEFINITION: An indication of the amount of one product contained in another product. EXAMPLE(S): 50 mg per tablet 300 ml / liter OTHER NAME(S): NOTE(S):"
ProductRelationship,typeCode,"CD",3.0.3,"DEFINITION: A coded value specifying the kind of relationship a product has with another product. EXAMPLE(S): lot content kind part ingredient package assembly specialized equivalent OTHER NAME(S): NOTE(S):"
QualifiedPerson,certificateLicenseText,"ST",3.0.3,"DEFINITION: A character string that describes the specific credentials of the qualified person. EXAMPLE(S): MD from the John Hopkins University School of Medicine Medical license from the state of Maryland Certification from the American Board of Pediatrics OTHER NAME(S): NOTE(S):"
QualifiedPerson,effectiveDateRange,"IVL<TS.DATETIME>",3.0.3,"DEFINITION: The date and time span for when the qualification of this person is active. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
QualifiedPerson,identifier,"II",3.0.3,"DEFINITION: A unique symbol that establishes identity of the qualified person. EXAMPLE(S): The identifier assigned in the NCI investigator registry (National Cancer Institute Principal Investigator Identifier Number) to a physician approved for conducting a clinical trial. OTHER NAME(S): NOTE(S):"
QualifiedPerson,typeCode,"CD",3.0.3,"DEFINITION: A coded value specifying the kind of qualification a person has. EXAMPLE(S): license academic degree OTHER NAME(S): NOTE(S):"
ReportReceiver,receivedDate,"TS.DATETIME",3.0.3,"DEFINITION: The date (and time) on which the report was received. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
ReportReceiver,receivedIndicator,"BL",3.0.3,"DEFINITION: Specifies whether the receiver received the report. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
ReportVersion,communicationModeCode,"CD",3.0.3,"DEFINITION: A coded value specifying the form in which the report is transmitted. EXAMPLE(S): physically present over the telephone written communication electronic OTHER NAME(S): NOTE(S):"
ReportVersion,dueDate,"TS.DATETIME",3.0.3,"DEFINITION: The date (and time) on which the report is expected or scheduled to be submitted. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
ReportVersion,physicianSignOffIndicator,"BL",3.0.3,"DEFINITION: Specifies whether the physician has reviewed and signed off on a version of a report. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
ResearchOrganization,effectiveDateRange,"IVL<TS.DATETIME>",3.0.3,"DEFINITION: The date and time span for when the research organization is active. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
ResearchOrganization,typeCode,"CD",3.0.3,"DEFINITION: A coded value specifying the kind of research organization. EXAMPLE(S): cancer center institute drug company clinical center OTHER NAME(S): NOTE(S):"
ResearchStaff,effectiveDateRange,"IVL<TS.DATETIME>",3.0.3,"DEFINITION: The date and time span for when the research staff is active. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
ResearchStaff,identifier,"II",3.0.3,"DEFINITION: A unique symbol that establishes identity of the research staff. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
ResearchStaff,jobTitle,"ST",3.0.3,"DEFINITION: A local name for the research staff's occupation. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
ResearchStaff,postalAddress,"AD",3.0.3,"DEFINITION: A contact point used to send physical forms of communication to the research staff. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
ResearchStaff,telecomAddress,"BAG<TEL>",3.0.3,"DEFINITION: A sequence of digits or characters used to identify a particular telephone fax or email of the research staff. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
ResourceProvider,effectiveDateRange,"IVL<TS.DATETIME>",3.0.3,"DEFINITION: The date and time span for when the resource provider is active. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
ResourceProvider,identifier,"II",3.0.3,"DEFINITION: A unique symbol that establishes identity of the resource provider. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
ServiceDeliveryLocation,code,"CD",3.0.3,"DEFINITION: A coded value specifying the kind of service delivery location. EXAMPLE(S): incidental dedicated clinical non-clinical OTHER NAME(S): NOTE(S): A service delivery location may be either an incidental service delivery location (a place at which services may be provided without prior designation or authorization) or a dedicated service delivery location (a place that is intended to house the provision of services). Dedicated service delivery locations can be further characterized as either clinical or non-clinical."
ServiceDeliveryLocation,postalAddress,"BAG<AD>",3.0.3,"DEFINITION: A contact point used to send physical forms of communication to the service delivery location. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
ServiceDeliveryLocation,telecomAddress,"BAG<TEL>",3.0.3,"DEFINITION: A sequence of digits or characters used to identify a particular telephone fax or email of the service delivery location. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
StudyRegistry,acronym,"ST",3.0.3,"DEFINITION: The non-unique initials or abbreviated name used for identification of the registry. EXAMPLE(S): NTR (Netherlands National Trial Register) OTHER NAME(S): NOTE(S):"
StudyRegistry,name,"ST",3.0.3,"DEFINITION: A non-unique textual identifier for the registry. EXAMPLE(S): ClinicalTrials.gov OTHER NAME(S): NOTE(S):"
StudySubject,confidentialityIndicator,"BL",3.0.3,"DEFINITION: Specifies whether the study subject or their legally acceptable representative has not authorized the use and disclosure of their protected health information (i.e. the subject's data is private and confidential). EXAMPLE(S): OTHER NAME(S): NOTE(S):"
StudySubject,paymentMethodCode,"CD",3.0.3,"DEFINITION: A coded value specifying the primary payer/insurance carrier information at the time of treatment on a study. EXAMPLE(S): Private Insurance Medicare Medicare And Private Insurance Medicaid OTHER NAME(S): NOTE(S):"
StudySubject,statusCode,"CD",3.0.3,"DEFINITION: A coded value specifying the phase in the lifecycle of the study subject. EXAMPLE(S): candidate eligible follow-up ineligible not registered off-study on-study pending on-study potential candidate screening withdrawn OTHER NAME(S): NOTE(S): Please refer to the Study Subject Status state transition diagram for further details."
StudySubject,statusDate,"TS.DATETIME",3.0.3,"DEFINITION: The date (and time) on which the status is assigned to the study subject. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
SubjectIdentifier,effectiveDateRange,"IVL<TS.DATETIME>",3.0.3,"DEFINITION: The date and time span for when the subject identifier is active. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
SubjectIdentifier,identifier,"II",3.0.3,"DEFINITION: A unique symbol that establishes identity of the subject. EXAMPLE(S): study subject number 7 on a specific study OTHER NAME(S): NOTE(S):"
SubjectIdentifier,primaryIndicator,"BL",3.0.3,"DEFINITION: Specifies whether this is the main or principal subject identifier. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
SubjectIdentifier,typeCode,"CD",3.0.3,"DEFINITION: A coded value specifying the kind of subject identifier. EXAMPLE(S): study level subject identifier study site level subject identifier cross study identifier OTHER NAME(S): NOTE(S):"
SystemOfRecord,name,"ST",3.0.3,"DEFINITION: A non-unique textual identifier for the system that assigned the identifier. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
Arm,description,"ST",3.0.3,"DEFINITION: The textual representation of the arm. This is a description of the pathway followed by all subjects in a particular treatment regimen. EXAMPLE(S): Subjects receive Drug X Subjects receive Placebo Subjects receive drug A IV in the first phase drug B Oral in the second phase OTHER NAME(S): NOTE(S): This description should point out what is different between the Arms if there is more than one Arm. "
Arm,name,"ST",3.0.3,"DEFINITION: A non-unique textual identifier for the arm. EXAMPLE(S): Treatment A OTHER NAME(S): NOTE(S):"
Arm,randomizationWeight,"RTO<INT.NONNEG,INT.NONNEG>",3.0.3,"DEFINITION: The relative proportion of subjects to be randomized to the arm. EXAMPLE(S): If 1/3 of subjects are to be randomized to Arm A and 2/3 to Arm B then the values of randomizationWeight for Arms A and B respectively could be expressed as 1 and 2 or as 1/3 and 2/3. OTHER NAME(S): NOTE(S):"
Arm,targetAccrualNumberRange,"URG<INT.NONNEG>",3.0.3,"DEFINITION: A range of integers specifying the minimum and maximum number of subjects to be accrued for the arm. EXAMPLE(S): OTHER NAME(S): NOTE(S): This may represent the minimum number of subjects needed to support data analysis and/or the maximum number of subjects that may be accrued to this arm."
Arm,typeCode,"CD",3.0.3,"DEFINITION: A coded value specifying the kind of arm. EXAMPLE(S): Experimental Active Comparator Placebo Comparator Sham Comparator No intervention Other OTHER NAME(S): NOTE(S):"
CompanionStudyRelationship,registrationRequiredIndicator,"BL",3.0.3,"DEFINITION: Specifies whether registration to the companion study is mandatory when registering to the parent study. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
DefinedActivity,categoryCode,"CD",3.0.3,"DEFINITION: A coded value specifying a classification of activities. EXAMPLE(S): In the case where categoryCode = anti-cancer treatment the subcategoryCode may = radiotherapy and the nameCode may = external beam radiotherapy. In Procedure categoryCode may = abdominal surgery. In AdministrativeActivity the categoryCode may = Disposition (off study epoch completion) Milestone (informed consent enrollment registry randomization) or Other (unblinding) activities. For lab procedures categoryCode may = hematology urinalysis or chemistry. OTHER NAME(S): NOTE(S): Theoretically speaking the categoryCode should be derivable from the subcategoryCode however if there may only be a category and not a subcategory then both attributes must be present in the model. When value sets are defined for this attribute we may need to move it to the DefinedActivity subclasses so that the different value domains can be bound to the correct subclass."
DefinedActivity,description,"ST",3.0.3,"DEFINITION: The textual representation of the activity. EXAMPLE(S): OTHER NAME(S): NOTE(S): This may contain more detail than the description present in the text part of a coded concept. "
DefinedActivity,nameCode,"CD",3.0.3,"DEFINITION: A coded value specifying the non-unique textual identifier for the activity. EXAMPLE(S): A surgical procedure might be described with CPT4 or SNOMED term. In a lab test this coded value would be associated with a single analytic procedure. The code and text of an individual question on the eligibility checklist of a protocol. OTHER NAME(S): NOTE(S): The textual description of the activity is captured in the complex data type CD. "
DefinedActivity,repeatDuration,"PQ.TIME",3.0.3,"DEFINITION: The period of time over which the activity is repeated. EXAMPLE(S): OTHER NAME(S): NOTE(S): Derived from repeatQuantity and repeatFrequencyCode or repeatFrequencyRatio (constraint allows only one). In any given implementation if quantity is not provided duration may be provided instead however the BRIDG team determined that quantity is considered more fundamental for a domain analysis model."
DefinedActivity,repeatFrequencyCode,"CD",3.0.3,"DEFINITION: A coded value specifying the number of occurrences of an activity within a given time period. EXAMPLE(S): BID = Two times per day at unspecified times (does not necessarily imply that these are 12 hours apart) Q12H = Every twelve hours OTHER NAME(S): NOTE(S):"
DefinedActivity,repeatFrequencyRatio,"RTO<INT,PQ.TIME>",3.0.3,"DEFINITION: A ratio representing the number of occurrences of an activity within a given time period. EXAMPLE(S): Once per 12 hours 2 times per day OTHER NAME(S): NOTE(S):"
DefinedActivity,repeatQuantity,"URG<INT.NONNEG>",3.0.3,"DEFINITION: The number of times the activity occurs. EXAMPLE(S): OTHER NAME(S): NOTE(S): If the frequency is more than once a day this is still interpreted per time e.g. BID for 5 days = 10 repeats."
DefinedActivity,statusCode,"CD",3.0.3,"DEFINITION: A coded value specifying the phase in the lifecycle of the activity as part of a global library. EXAMPLE(S): Draft New Released Retired Archived OTHER NAME(S): NOTE(S): Please refer to the Defined Activity Status state transition diagram for further details."
DefinedActivity,statusDate,"TS.DATETIME",3.0.3,"DEFINITION: The date (and time) on which the status is assigned to the activity. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
DefinedActivity,subcategoryCode,"CD",3.0.3,"DEFINITION: A coded value specifying a subdivision within a larger category of activities. EXAMPLE(S): chemotherapy radiotherapy hormonal therapy alternative therapy In the case where categoryCode = anti-cancer treatment subcategoryCode may = radiotherapy and nameCode may = external beam radiotherapy. If categoryCode = Intervention subcategoryCode may = Drug (including placebo) Device (including sham) Biological/Vaccine Procedure/Surgery Radiation Behavioral (e.g. Psychotherapy Lifestyle Counseling) Genetic (including gene transfer stem cell and recombinant DNA) Dietary Supplement. OTHER NAME(S): NOTE(S): Theoretically speaking the categoryCode should be derivable from the subcategoryCode however if there may only be a category and not a subcategory then both attributes must be present in the model. "
DefinedAdverseEvent,categoryCode,"CD",3.0.3,"DEFINITION: A coded value specifying a classification of the adverse event. EXAMPLE(S): bleeding hypoglycemia OTHER NAME(S): NOTE(S): Theoretically speaking the category should be derivable from the subcategory however if there may only be a category and not a subcategory then both attributes must be present in the model. "
DefinedAdverseEvent,severityCode,"CD",3.0.3,"DEFINITION: A coded value specifying the intensity of the event. EXAMPLE(S): Moderate could be used to describe acne. OTHER NAME(S): NOTE(S):"
DefinedAdverseEvent,subcategoryCode,"CD",3.0.3,"DEFINITION: A coded value specifying a subdivision within a larger category of an adverse event. EXAMPLE(S): neurologic OTHER NAME(S): NOTE(S): Theoretically speaking the category should be derivable from the subcategory however if there may only be a category and not a subcategory then both attributes must be present in the model. "
DefinedCompositionRelationship,comment,"ST",3.0.3,"DEFINITION: Additional description of the composition relationship. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
DefinedCompositionRelationship,pauseQuantity,"URG<PQ.TIME>",3.0.3,"DEFINITION: A quantity of time that should elapse between when an activity is ready for execution and the actual beginning of the execution. EXAMPLE(S): Take a blood sample 15 minutes after administration of study drug or measure blood glucose 2 hours after each meal the pauseQuantity would be 15 minutes and 2 hours respectively. OTHER NAME(S): NOTE(S): The pauseQuantity defines the amount of time between two points in time: (1) the point when all preceding steps (in sequence) and preconditions of an activity have been completed and (2) the actual start of the activity. The completion of all pre-conditions and preceding steps (based on sequence number) indicates that an activity is ready for execution according to the definition above. The pauseQuantity counter or timeclock starts then and when the full amount of time is reached the activity begins. A pauseQuantity with a negative value means that the activity starts some amount of time prior to the estimated time that the activity is ready for execution i.e. prior to the estimated time that the pre-conditions and preceding steps will be completed."
DefinedCompositionRelationship,sequenceNumber,"INT.NONNEG",3.0.3,"DEFINITION: An integer specifying the relative sequential or temporal ordering of this relationship among other similar relationships having the same source. EXAMPLE(S): OTHER NAME(S): NOTE(S): In a course of treatment (a composite activity) that is composed of a chemotherapy activity and a radiotherapy activity the sequence number indicates which component activity precedes the other."
DefinedContingentOnRelationship,comment,"ST",3.0.3,"DEFINITION: Additional description of the contingent on relationship. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
DefinedContingentOnRelationship,completionRequiredBeforeStartingIndicator,"BL",3.0.3,"DEFINITION: Specifies whether the target activity must have completed prior to starting the source activity. EXAMPLE(S): OTHER NAME(S): NOTE(S): This attribute may only be used if the target is an activity not if the target is an observation result or a criterion group."
DefinedContingentOnRelationship,pauseQuantity,"URG<PQ.TIME>",3.0.3,"DEFINITION: A quantity of time that should elapse between when an activity is ready for execution and the actual beginning of the execution. EXAMPLE(S): Take a blood sample 15 minutes after administration of study drug or measure blood glucose 2 hours after each meal the pauseQuantity would be 15 minutes and 2 hours respectively. For the more complex examples of doing activity A 5 minutes after the start of B or 5 minutes after the end of B use pauseQuantity in combination with completionRequiredBeforeStartingIndicator where the pauseQuantity in both cases would be 5 minutes and after the start of would be completionRequiredBeforeStartingIndicator = N and after the end of = Y. OTHER NAME(S): NOTE(S): The pauseQuantity defines the amount of time between two points in time: (1) the point when all preceding steps (in sequence) and preconditions of an activity have been completed and (2) the actual start of the activity. The completion of all pre-conditions and preceding steps (based on sequence number) indicates that an activity is ready for execution according to the definition above. The pauseQuantity counter or timeclock starts then and when the full amount of time is reached the activity begins. A pauseQuantity with a negative value means that the activity starts some amount of time prior to the estimated time that the activity is ready for execution i.e. prior to the estimated time that the pre-conditions and preceding steps will be completed."
DefinedCriterionGroupCompositionRelationship,comment,"ST",3.0.3,"DEFINITION: Additional description of the criterion group composition relationship. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
DefinedCriterionGroupCompositionRelationship,pauseQuantity,"URG<PQ.TIME>",3.0.3,"DEFINITION: A quantity of time that should elapse between when an activity is ready for execution and the actual beginning of the execution. EXAMPLE(S): Take a blood sample 15 minutes after administration of study drug or measure blood glucose 2 hours after each meal the pauseQuantity would be 15 minutes and 2 hours respectively. OTHER NAME(S): NOTE(S): The pauseQuantity defines the amount of time between two points in time: (1) the point when all preceding steps (in sequence) and preconditions of an activity have been completed and (2) the actual start of the activity. The completion of all pre-conditions and preceding steps (based on sequence number) indicates that an activity is ready for execution according to the definition above. The pauseQuantity counter or timeclock starts then and when the full amount of time is reached the activity begins. A pauseQuantity with a negative value means that the activity starts some amount of time prior to the estimated time that the activity is ready for execution i.e. prior to the estimated time that the pre-conditions and preceding steps will be completed."
DefinedCriterionGroupCompositionRelationship,sequenceNumber,"INT.NONNEG",3.0.3,"DEFINITION: An integer specifying the relative sequential or temporal ordering of this relationship among other similar relationships having the same source. EXAMPLE(S): In a criterion group that is composed of a substance administration activity and a lab test activity the sequence number indicates which activity precedes the other. OTHER NAME(S): NOTE(S):"
DefinedCriterionGroupOptionRelationship,comment,"ST",3.0.3,"DEFINITION: Additional description of the criterion group option relationship. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
DefinedCriterionGroupOptionRelationship,pauseQuantity,"URG<PQ.TIME>",3.0.3,"DEFINITION: A quantity of time that should elapse between when an activity is ready for execution and the actual beginning of the execution. EXAMPLE(S): Take a blood sample 15 minutes after administration of study drug or measure blood glucose 2 hours after each meal the pauseQuantity would be 15 minutes and 2 hours respectively. OTHER NAME(S): NOTE(S): The pauseQuantity defines the amount of time between two points in time: (1) the point when all preceding steps (in sequence) and preconditions of an activity have been completed and (2) the actual start of the activity. The completion of all pre-conditions and preceding steps (based on sequence number) indicates that an activity is ready for execution according to the definition above. The pauseQuantity counter or timeclock starts then and when the full amount of time is reached the activity begins. A pauseQuantity with a negative value means that the activity starts some amount of time prior to the estimated time that the activity is ready for execution i.e. prior to the estimated time that the pre-conditions and preceding steps will be completed."
DefinedCriterionGroupOptionRelationship,priorityNumber,"INT.NONNEG",3.0.3,"DEFINITION: An integer specifying the relative preference for considering this relationship before other similar relationships having the same source activity. EXAMPLE(S): OTHER NAME(S): NOTE(S): For multiple criteria this specifies which criteria are considered before others. For components with the same sequence number it specifies which ones are considered before others. Among alternatives or options that are being chosen by humans the priorityNumber specifies preference. Relationships with lower priorityNumber values are considered before and above those with higher values. "
DefinedEligibilityCriterion,requiredResponse,"ANY",3.0.3,"DEFINITION: The reply necessary to include/exclude a potential subject on a study. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
DefinedExperimentalUnitAllocation,methodCode,"CD",3.0.3,"DEFINITION: A coded value specifying the technique that is used for allocating experimental units. EXAMPLE(S): adaptive blocked stratified allocation based on past response. OTHER NAME(S): NOTE(S):"
DefinedExpressionVariableRelationship,localVariableName,"ST.SIMPLE",3.0.3,"DEFINITION: A label that represents the result value of an observation and serves as an input parameter used in a dose expression. EXAMPLE(S): OTHER NAME(S): NOTE(S): The local variable name is used in the DefinedSubstanceAdministration.dose.EXPR&lt;PQ&gt; and will ultimately be substituted with the result of the observation to which the DefinedExpressionVariableRelationship points. "
DefinedImaging,contrastAgentEnhancementIndicator,"BL",3.0.3,"DEFINITION: Specifies whether the image is enhanced by the use of a contrast agent. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
DefinedImaging,enhancementDescription,"ST",3.0.3,"DEFINITION: The textual representation for how an image is enhanced either physically or electronically. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
DefinedImaging,enhancementRateValue,"RTO<PQ, PQ.TIME>",3.0.3,"DEFINITION: The numeric value to indicate an increase in voxel signal over time for an MRI expressed as signal intensity units per second. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
