ClassNameA,ConnectorType,ClassNameB,RelationshipName,Version,Notes,EAConnectorType
Person,ASSOCIATION_WITH,ResourceProvider,'is a function performed by',3.0.3,"DEFINITION: Each ResourceProvider sometimes is a function performed by one Person. Each Person sometimes functions as one ResourceProvider.","Association"
Place,ASSOCIATION_WITH,PerformedActivity,'takes place in',3.0.3,"DEFINITION: Each PerformedActivity sometimes takes place in one Place. Each Place sometimes is the location for one or more PerformedActivity.","Association"
Place,ASSOCIATION_WITH,Place,'is contained in',3.0.3,"DEFINITION: Each Place sometimes is contained in one Place. Each Place sometimes contains one or more Place.","Association"
Place,ASSOCIATION_WITH,ProcessingSite,'is a function performed by',3.0.3,"DEFINITION: Each ProcessingSite always is a function performed by one Place. Each Place sometimes functions as one or more ProcessingSite.","Association"
Place,ASSOCIATION_WITH,QualifiedPerson,'is qualified in',3.0.3,"DEFINITION: Each QualifiedPerson sometimes is qualified in one Place. Each Place sometimes is the location in which the qualification is granted for one or more QualifiedPerson.","Association"
Place,ASSOCIATION_WITH,ServiceDeliveryLocation,'is located at',3.0.3,"DEFINITION: Each ServiceDeliveryLocation sometimes is located at one Place. Each Place sometimes is location for one or more ServiceDeliveryLocation.","Association"
Processor,ASSOCIATION_WITH,Distributor,'functions as an outlet for',3.0.3,"DEFINITION: Each Distributor always functions as an outlet for one or more Processor. Each Processor sometimes has as an outlet one or more Distributor.","Association"
Processor,ANCESTOR_TO,Manufacturer,'specializes',3.0.3,"DEFINITION: Each Manufacturer always specializes one Processor. Each Processor sometimes is specialized by one Manufacturer.","Generalization"
Processor,ASSOCIATION_WITH,ProcessedProduct,'is produced by',3.0.3,"DEFINITION: Each ProcessedProduct always is produced by one Processor. Each Processor always produces one or more ProcessedProduct.","Association"
Processor,ASSOCIATION_WITH,ProcessingSite,'manufactures for',3.0.3,"DEFINITION: Each ProcessingSite always manufactures for one or more Processor. Each Processor sometimes manufactures at one or more ProcessingSite.","Association"
Processor,ANCESTOR_TO,Reprocessor,'specializes',3.0.3,"DEFINITION: Each Reprocessor always specializes one Processor. Each Processor sometimes is specialized by one Reprocessor.","Generalization"
Product,ANCESTOR_TO,Biologic,'specializes',3.0.3,"DEFINITION: Each Biologic always specializes one Product. Each Product sometimes is specialized by one Biologic.","Generalization"
Product,ASSOCIATION_WITH,ConcomitantAgent,'is a function performed by',3.0.3,"DEFINITION: Each ConcomitantAgent always is a function performed by one Product. Each Product sometimes functions as one or more ConcomitantAgent.","Association"
Product,ANCESTOR_TO,Cosmetic,'specializes',3.0.3,"DEFINITION: Each Cosmetic always specializes one Product. Each Product sometimes is specialized by one Cosmetic.","Generalization"
Product,ASSOCIATION_WITH,DefinedProcedure,'uses',3.0.3,"DEFINITION: Each DefinedProcedure sometimes uses one or more Product. Each Product sometimes is used during one or more DefinedProcedure.","Association"
Product,ANCESTOR_TO,Device,'specializes',3.0.3,"DEFINITION: Each Device always is specialized by one Product. Each Product sometimes is specialized by one Device.","Generalization"
Product,ASSOCIATION_WITH,Distributor,'provides',3.0.3,"DEFINITION: Each Distributor always provides one or more Product. Each Product sometimes is provided by one or more Distributor.","Association"
Product,ANCESTOR_TO,Drug,'specializes',3.0.3,"DEFINITION: Each Drug always specializes one Product. Each Product sometimes is specialized by one Drug.","Generalization"
Product,ASSOCIATION_WITH,ExperimentalUnit,'is a function performed by',3.0.3,"DEFINITION: Each ExperimentalUnit sometimes is a function performed by one Product. Each Product sometimes functions as one or more ExperimentalUnit.","Association"
Product,ANCESTOR_TO,FoodProduct,'specializes',3.0.3,"DEFINITION: Each FoodProduct always specializes one Product. Each Product sometimes is specialized by one FoodProduct.","Generalization"
Product,ANCESTOR_TO,Package,'specializes',3.0.3,"DEFINITION: Each Package always specializes one Product. Each Procuct sometimes is specialized by one Package.","Generalization"
Product,ASSOCIATION_WITH,PerformedProductProblemDiscovery,'focuses on',3.0.3,"DEFINITION: Each PerformedProductProblemDiscovery always focuses on one Product. Each Product sometimes is the focus of one or more PerformedProductProblemDiscovery.","Association"
Product,ASSOCIATION_WITH,ProcessedProduct,'produces',3.0.3,"DEFINITION: Each ProcessedProduct always produces one Product. Each Product sometimes is produced by one or more ProcessedProduct.","Association"
Product,ASSOCIATION_WITH,ProcessingSite,'fabricates',3.0.3,"DEFINITION: Each ProcessingSite always fabricates one or more Product. Each Product sometimes is fabricated by one or more ProcessingSite.","Association"
Product,ASSOCIATION_WITH,ProductGroup,'groups',3.0.3,"DEFINITION: Each ProductGroup always groups one or more Product. Each Product sometimes is grouped by one or more ProductGroup. ","Aggregation"
Product,DESCENDENT_OF,Material,'specializes',3.0.3,"DEFINITION: Each Product always specializes one Material. Each Material sometimes is specialized by one Product.","Generalization"
Product,ASSOCIATION_WITH,ProductRelationship,'has as source',3.0.3,"DEFINITION: Each ProductRelationship always has as source one Product. Each Product sometimes is the source for one or more ProductRelationship.","Association"
Product,ASSOCIATION_WITH,ProductRelationship,'has as target',3.0.3,"DEFINITION: Each ProductRelationship always has as target one Product. Each Product sometimes is the target for one or more ProductRelationship.","Association"
Product,ASSOCIATION_WITH,StudyAgent,'is a function performed by',3.0.3,"DEFINITION: Each StudyAgent always is a function performed by one Product. Each Product sometimes functions as one or more StudyAgent.","Association"
Product,ASSOCIATION_WITH,Subject,'is a function performed by',3.0.3,"DEFINITION: Each Subject sometimes is a function performed by one Product. Each Product sometimes functions as one or more Subject.","Association"
Product,ASSOCIATION_WITH,Submission,'has as subject',3.0.3,"DEFINITION: Each Submission always has as subject one Product. Each Product sometimes is the subject for one or more Submission.","Association"
ProductGroup,ASSOCIATION_WITH,ExperimentalUnit,'is a function performed by',3.0.3,"DEFINITION: Each ExperimentalUnit sometimes is a function performed by one ProductGroup. Each ProductGroup sometimes functions as one or more ExperimentalUnit.","Association"
ReportSubmitter,ASSOCIATION_WITH,NotificationReceiver,'is a function performed by',3.0.3,"DEFINITION: Each NotificationReceiver sometimes is a function performed by one ReportSubmitter. Each ReportSubmitter sometimes functions as one or more NotificationReceiver.","Association"
ReportVersion,ASSOCIATION_WITH,ReportReceiver,'receives',3.0.3,"DEFINITION: Each ReportReceiver always receives one ReportVersion. Each ReportVersion sometimes is received by one or more ReportReceiver.","Association"
ReportVersion,DESCENDENT_OF,DocumentVersion,'specializes',3.0.3,"DEFINITION: Each ReportVersion always specializes one DocumentVersion. Each DocumentVersion sometimes is specialized by one ReportVersion.","Generalization"
ReportVersion,ANCESTOR_TO,SafetyReportVersion,'specializes',3.0.3,"DEFINITION: Each SafetyReportVersion always specializes one ReportVersion. Each ReportVersion sometimes is specialized by one SafetyReportVersion.","Generalization"
Reprocessor,DESCENDENT_OF,Processor,'specializes',3.0.3,"DEFINITION: Each Reprocessor always specializes one Processor. Each Processor sometimes is specialized by one Reprocessor.","Generalization"
ResearchOrganization,ASSOCIATION_WITH,ResearchStaff,'staffs',3.0.3,"DEFINITION: Each ResearchStaff always staffs one ResearchOrganization. Each ResearchOrganization sometimes is staffed by one or more ResearchStaff.","Association"
ResearchStaff,ASSOCIATION_WITH,AdministrativeMemberCRA,'is a function performed by',3.0.3,"DEFINITION: Each AdministrativeMemberCRA always is a function performed by one ResearchStaff. Each ResearchStaff sometimes functions as one or more AdministrativeMemberCRA.","Association"
ResearchStaff,ASSOCIATION_WITH,AdministrativeMemberPI,'is a function performed by',3.0.3,"DEFINITION: Each AdministrativeMemberPI always is a function performed by one ResearchStaff. Each ResearchStaff sometimes functions as one or more AdministrativeMemberPI.","Association"
ResearchStaff,ASSOCIATION_WITH,Assessor,'is a function performed by',3.0.3,"DEFINITION: Each Assessor sometimes is a function performed by one ResearchStaff. Each ResearchStaff sometimes functions as one or more Assessor. ","Association"
ResearchStaff,ASSOCIATION_WITH,DocumentAuthor,'is a function performed by',3.0.3,"DEFINITION: Each DocumentAuthor sometimes is a function performed by one ResearchStaff. Each ResearchStaff sometimes functions as one or more DocumentAuthor.","Association"
ResearchStaff,ASSOCIATION_WITH,ReportSubmitter,'is a function performed by',3.0.3,"DEFINITION: Each ReportSubmitter always is a function performed by one ResearchStaff. Each ResearchStaff sometimes functions as one or more ReportSubmitter.","Association"
ResearchStaff,ASSOCIATION_WITH,StudyPersonnel,'is a function performed by',3.0.3,"DEFINITION: Each StudyPersonnel sometimes is a function performed by one ResearchStaff. Each ResearchStaff sometimes functions as one or more StudyPersonnel.","Association"
ResearchStaff,ASSOCIATION_WITH,StudySitePersonnel,'is a function performed by',3.0.3,"DEFINITION: Each StudySitePersonnel sometimes is a function performed by one ResearchStaff. Each ResearchStaff sometimes functions as one or more StudySitePersonnel.","Association"
ResourceProvider,ASSOCIATION_WITH,Resource,'is provided by',3.0.3,"DEFINITION: Each Resource always is provided by one ResourceProvider. Each ResourceProvider always provides one or more Resource.","Association"
ServiceDeliveryLocation,ASSOCIATION_WITH,PerformedProductTransport,'has destination',3.0.3,"DEFINITION: Each PerformedProductTransport always has destination one ServiceDeliveryLocation. Each ServiceDeliveryLocation sometimes is the destination for one or more PerformedProductTransport.","Association"
ServiceDeliveryLocation,ASSOCIATION_WITH,PerformedProductTransport,'originates at',3.0.3,"DEFINITION: Each PerformedProductTransport always originates at one ServiceDeliveryLocation. Each ServiceDeliveryLocation sometimes is the origin of one or more PerformedProductTransport.","Association"
StudyRegistry,ASSOCIATION_WITH,DocumentIdentifier,'is assigned by',3.0.3,"DEFINITION: Each DocumentIdentifier sometimes is assigned by one StudyRegistry. Each StudyRegistry sometimes assigns one or more DocumentIdentifier.","Association"
StudySubject,ASSOCIATION_WITH,StudySubjectProtocolVersionRelationship,'is the assigned version for',3.0.3,"DEFINITION: Each StudySubjectProtocolVersionRelationship always is the assigned version for one StudySubject. Each StudySubject sometimes is assigned to one or more StudySubjectProtocolVersionRelationship.","Association"
StudySubject,DESCENDENT_OF,Subject,'specializes',3.0.3,"DEFINITION: Each StudySubject always specializes one Subject. Each Subject sometimes is specialized by one StudySubject.","Generalization"
Subject,ASSOCIATION_WITH,Activity,'is participated in by',3.0.3,"DEFINITION: Each Activity sometimes is participated in by one Subject. Each Subject sometimes participates in one or more Activity.","Association"
Subject,ASSOCIATION_WITH,Assessor,'is a function performed by',3.0.3,"DEFINITION: Each Assessor sometimes is a function performed by one Subject. Each Subject sometimes functions as one or more Assessor.","Association"
Subject,ASSOCIATION_WITH,DocumentAuthor,'is a function performed by',3.0.3,"DEFINITION: Each DocumentAuthor sometimes is a function performed by one Subject. Each Subject sometimes functions as one or more DocumentAuthor.","Association"
Subject,ANCESTOR_TO,StudySubject,'specializes',3.0.3,"DEFINITION: Each StudySubject always specializes one Subject. Each Subject sometimes is specialized by one StudySubject.","Generalization"
Subject,ASSOCIATION_WITH,SubjectIdentifier,'identifies',3.0.3,"DEFINITION: Each SubjectIdentifier always identifies one Subject. Each Subject sometimes is identified by one or more SubjectIdentifier.","Association"
SystemOfRecord,ASSOCIATION_WITH,DocumentIdentifier,'is assigned by',3.0.3,"DEFINITION: Each DocumentIdentifier sometimes is assigned by one SystemOfRecord. Each SystemOfRecord sometimes assigns one or more DocumentIdentifier.","Association"
SystemOfRecord,ASSOCIATION_WITH,OrganizationIdentifier,'is assigned by',3.0.3,"DEFINITION: Each OrganizationIdentifier sometimes is assigned by one SystemOfRecord. Each SystemOfRecord sometimes assigns one or more OrganizationIdentifier.","Association"
SystemOfRecord,ASSOCIATION_WITH,SubjectIdentifier,'is assigned by',3.0.3,"DEFINITION: Each SubjectIdentifier sometimes is assigned by one SystemOfRecord. Each SystemOfRecord sometimes assigns one or more SubjectIdentifier.","Association"
AmendmentChangeSummaryVersion,DESCENDENT_OF,DocumentVersion,'specializes',3.0.3,"DEFINITION: Each AmendmentChangeSummaryVersion always specializes one DocumentVersion. Each DocumentVersion sometimes is specialized by one AmendmentChangeSummaryVersion.","Generalization"
Arm,ASSOCIATION_WITH,PlannedActivity,'occurs in',3.0.3,"DEFINITION: Each PlannedActivity always occurs in one or more Arm. Each Arm always contains one or more PlannedActivity.","Association"
DefinedActivity,DESCENDENT_OF,Activity,'specializes',3.0.3,"DEFINITION: Each DefinedActivity always specializes one Activity. Each Activity sometimes is specialized by one DefinedActivity.","Generalization"
DefinedActivity,ANCESTOR_TO,DefinedAdministrativeActivity,'specializes',3.0.3,"DEFINITION: Each DefinedAdministrativeActivity always specializes one DefinedActivity. Each DefinedActivity sometimes is specialized by one DefinedAdministrativeActivity.","Generalization"
DefinedActivity,ASSOCIATION_WITH,DefinedCompositionRelationship,'is the component of',3.0.3,"DEFINITION: Each DefinedCompositionRelationship always is the component of one DefinedActivity. Each DefinedActivity sometimes is the parent of one or more DefinedCompositionRelationship.","Association"
DefinedActivity,ASSOCIATION_WITH,DefinedCompositionRelationship,'is the parent of',3.0.3,"DEFINITION: Each DefinedCompositionRelationship always is the parent of one DefinedActivity. Each DefinedActivity sometimes is the component of one or more DefinedCompositionRelationship.","Association"
DefinedActivity,ASSOCIATION_WITH,DefinedContingentOnRelationship,'is a condition for',3.0.3,"DEFINITION: Each DefinedContingentOnRelationship always is a condition for one DefinedActivity. Each DefinedActivity sometimes is contingent upon one or more DefinedContingentOnRelationship.","Association"
DefinedActivity,ASSOCIATION_WITH,DefinedContingentOnRelationship,'is contingent upon',3.0.3,"DEFINITION: Each DefinedContingentOnRelationship sometimes is contingent upon one DefinedActivity. Each DefinedActivity sometimes is a condition for one or more DefinedContingentOnRelationship.","Association"
DefinedActivity,ASSOCIATION_WITH,DefinedCriterionGroupCompositionRelationship,'is the parent of',3.0.3,"DEFINITION: Each DefinedCriterionGroupCompositionRelationship sometimes is the parent of one DefinedActivity. Each DefinedActivity sometimes is the component of one or more DefinedCriterionGroupCompositionRelationship.","Association"
DefinedActivity,ASSOCIATION_WITH,DefinedCriterionGroupOptionRelationship,'is a choice that has as option',3.0.3,"DEFINITION: Each DefinedCriterionGroupOptionRelationship sometimes is a choice that has as option one DefinedActivity. Each DefinedActivity sometimes is an option that can satisfy one or more DefinedCriterionGroupOptionRelationship.","Association"
DefinedActivity,ANCESTOR_TO,DefinedObservation,'specializes',3.0.3,"DEFINITION: Each DefinedObservation always specializes one DefinedActivity. Each DefinedActivity sometimes is specialized by one DefinedObservation.","Generalization"
DefinedActivity,ASSOCIATION_WITH,DefinedOptionRelationship,'is a choice that has as option',3.0.3,"DEFINITION: Each DefinedOptionRelationship always is a choice that has as option one DefinedActivity. Each DefinedActivity sometimes is an option that can satisfy one or more DefinedOptionRelationship.","Association"
DefinedActivity,ASSOCIATION_WITH,DefinedOptionRelationship,'is an option that can satisfy',3.0.3,"DEFINITION: Each DefinedOptionRelationship always is an option that can satisfy one DefinedActivity. Each DefinedActivity sometimes is a choice that has as option one or more DefinedOptionRelationship.","Association"
DefinedActivity,ANCESTOR_TO,DefinedProcedure,'specializes',3.0.3,"DEFINITION: Each DefinedProcedure always specializes one DefinedActivity. Each DefinedActivity sometimes is specialized by one DefinedProcedure.","Generalization"
DefinedActivity,ASSOCIATION_WITH,DefinedRepeatActivityUntilRule,'is repeated until',3.0.3,"DEFINITION: Each DefinedRepeatActivityUntilRule sometimes is repeated until one DefinedActivity. Each DefinedActivity sometimes triggers the cessation of one or more DefinedRepeatActivityUntilRule.","Association"
DefinedActivity,ASSOCIATION_WITH,DefinedRepeatActivityUntilRule,'triggers the cessation of',3.0.3,"DEFINITION: Each DefinedRepeatActivityUntilRule always triggers the cessation of one DefinedActivity. Each DefinedActivity sometimes is repeated until one or more DefinedRepeatActivityUntilRule.","Association"
DefinedActivity,ANCESTOR_TO,DefinedSubjectActivityGroup,'specializes',3.0.3,"DEFINITION: Each SubjectActivityGroup always specializes one DefinedActivity. Each DefinedActivity sometimes is specialized by one SubjectActivityGroup.","Generalization"
DefinedActivity,ASSOCIATION_WITH,PerformedActivity,'instantiates',3.0.3,"DEFINITION: Each PerformedActivity sometimes instantiates one DefinedActivity. Each DefinedActivity sometimes is instantiated by one or more PerformedActivity.","Association"
DefinedActivity,ASSOCIATION_WITH,StudyActivity,'uses',3.0.3,"DEFINITION: Each StudyActivity always uses one DefinedActivity. Each DefinedActivity sometimes is used by one or more StudyActivity.","Association"
DefinedAdministrativeActivity,DESCENDENT_OF,DefinedActivity,'specializes',3.0.3,"DEFINITION: Each DefinedAdministrativeActivity always specializes one DefinedActivity. Each DefinedActivity sometimes is specialized by one DefinedAdministrativeActivity.","Generalization"
DefinedAdministrativeActivity,ANCESTOR_TO,DefinedExperimentalUnitAllocation,'specializes',3.0.3,"DEFINITION: Each DefinedExperimentalUnitAllocation always specializes one DefinedAdministrativeActivity. Each DefinedAdministrativeActivity sometimes is specialized by one DefinedExperimentalUnitAllocation.","Generalization"
DefinedAdministrativeActivity,ANCESTOR_TO,DefinedNotification,'specializes',3.0.3,"DEFINITION: Each DefinedNotification always specializes one DefinedAdministrativeActivity. Each DefinedAdministrativeActivity sometimes is specialized by one DefinedNotification.","Generalization"
DefinedAdministrativeActivity,ANCESTOR_TO,DefinedSpecimenStorage,'specializes',3.0.3,"DEFINITION: Each DefinedSpecimenStorage always specializes one DefinedAdministrativeActivity. Each DefinedAdministrativeActivity sometimes is specialized by one DefinedSpecimenStorage.","Generalization"
DefinedAdministrativeActivity,ANCESTOR_TO,DefinedStudyAdministrativeActivity,'specializes',3.0.3,"DEFINITION: Each DefinedStudyAdministrativeActivity always specializes one DefinedAdministrativeActivity. Each DefinedAdministrativeActivity sometimes is specialized by one DefinedStudyAdministrativeActivity.","Generalization"
DefinedAdministrativeActivity,ANCESTOR_TO,DefinedStudyAgentTransfer,'specializes',3.0.3,"DEFINITION: Each DefinedStudyAgentTransfer always specializes one DefinedAdministrativeActivity. Each DefinedAdministrativeActivity sometimes is specialized by one DefinedStudyAgentTransfer.","Generalization"
DefinedAdministrativeActivity,ANCESTOR_TO,DefinedStudySubjectMilestone,'specializes',3.0.3,"DEFINITION: Each DefinedStudySubjectMilestone always specializes one DefinedAdministrativeActivity. Each DefinedAdministrativeActivity sometimes is specialized by one DefinedStudySubjectMilestone.","Generalization"
DefinedAdverseEvent,DESCENDENT_OF,DefinedMedicalConditionResult,'specializes',3.0.3,"DEFINITION: Each DefinedAdverseEvent always specializes one DefinedMedicalConditionResult. Each DefinedMedicalConditionResult sometimes is specialized by one DefinedAdverseEvent.","Generalization"
DefinedCriterionGroup,ASSOCIATION_WITH,DefinedContingentOnRelationship,'is contingent upon',3.0.3,"DEFINITION: Each DefinedContingentOnRelationship sometimes is contingent upon one DefinedCriterionGroup. Each DefinedCriterionGroup sometimes is a condition for one or more DefinedContingentOnRelationship.","Association"
DefinedCriterionGroup,ASSOCIATION_WITH,DefinedCriterionGroupCompositionRelationship,'is the component of',3.0.3,"DEFINITION: Each DefinedCriterionGroupCompositionRelationship always is the component of one DefinedCriterionGroup. Each DefinedCriterionGroup sometimes is the parent of one or more DefinedCriterionGroupCompositionRelationship.","Association"
DefinedCriterionGroup,ASSOCIATION_WITH,DefinedCriterionGroupCompositionRelationship,'is the parent of',3.0.3,"DEFINITION: Each DefinedCriterionGroupCompositionRelationship sometimes is the parent of one DefinedCriterionGroup. Each DefinedCriterionGroup sometimes is the component of one or more DefinedCriterionGroupCompositionRelationship.","Association"
DefinedCriterionGroup,ASSOCIATION_WITH,DefinedCriterionGroupOptionRelationship,'is a choice that has as option',3.0.3,"DEFINITION: Each DefinedCriterionGroupOptionRelationship sometimes is a choice that has as option one DefinedCriterionGroup. Each DefinedCriterionGroup sometimes is an option that can satisfy one or more DefinedCriterionGroupOptionRelationship.","Association"
DefinedCriterionGroup,ASSOCIATION_WITH,DefinedCriterionGroupOptionRelationship,'is an option that can satisfy',3.0.3,"DEFINITION: Each DefinedCriterionGroupOptionRelationship always is an option that can satisfy one DefinedCriterionGroup. Each DefinedCriterionGroup sometimes is a choice that has as option one or more DefinedCriterionGroupOptionRelationship.","Association"
DefinedCriterionGroup,ASSOCIATION_WITH,DefinedRepeatActivityUntilRule,'is repeated until',3.0.3,"DEFINITION: Each DefinedRepeatActivityUntilRule sometimes is repeated until one DefinedCriterionGroup. Each DefinedCriterionGroup sometimes triggers the cessation of one or more DefinedRepeatActivityUntilRule.","Association"
DefinedEligibilityCriterion,DESCENDENT_OF,DefinedObservation,'specializes',3.0.3,"DEFINITION: Each DefinedEligibilityCriterion always specializes one DefinedObservation. Each DefinedObservation sometimes is specialized by one DefinedEligibilityCriterion.","Generalization"
DefinedEligibilityCriterion,ANCESTOR_TO,DefinedExclusionCriterion,'specializes',3.0.3,"DEFINITION: Each DefinedExclusionCriterion always specializes one DefinedEligibilityCriterion. Each DefinedEligibilityCriterion sometimes is specialized by one DefinedExclusionCriterion.","Generalization"
DefinedEligibilityCriterion,ANCESTOR_TO,DefinedInclusionCriterion,'specializes',3.0.3,"DEFINITION: Each DefinedInclusionCriterion always specializes one DefinedEligibilityCriterion. Each DefinedEligibilityCriterion sometimes is specialized by one DefinedInclusionCriterion.","Generalization"
DefinedExclusionCriterion,DESCENDENT_OF,DefinedEligibilityCriterion,'specializes',3.0.3,"DEFINITION: Each DefinedExclusionCriterion always specializes one DefinedEligibilityCriterion. Each DefinedEligibilityCriterion sometimes is specialized by one DefinedExclusionCriterion.","Generalization"
DefinedExperimentalUnitAllocation,DESCENDENT_OF,DefinedAdministrativeActivity,'specializes',3.0.3,"DEFINITION: Each DefinedExperimentalUnitAllocation always specializes one DefinedAdministrativeActivity. Each DefinedAdministrativeActivity sometimes is specialized by one DefinedExperimentalUnitAllocation.","Generalization"
DefinedImaging,DESCENDENT_OF,DefinedObservation,'specializes',3.0.3,"DEFINITION: Each DefinedImaging always specializes one DefinedObservation. Each DefinedObservation sometimes is specialized by one DefinedImaging.","Generalization"
DefinedInclusionCriterion,DESCENDENT_OF,DefinedEligibilityCriterion,'specializes',3.0.3,"DEFINITION: Each DefinedInclusionCriterion always specializes one DefinedEligibilityCriterion. Each DefinedEligibilityCriterion sometimes is specialized by one DefinedInclusionCriterion.","Generalization"
DefinedMedicalConditionResult,ANCESTOR_TO,DefinedAdverseEvent,'specializes',3.0.3,"DEFINITION: Each DefinedAdverseEvent always specializes one DefinedMedicalConditionResult. Each DefinedMedicalConditionResult sometimes is specialized by one DefinedAdverseEvent.","Generalization"
DefinedMedicalConditionResult,DESCENDENT_OF,DefinedObservationResult,'specializes',3.0.3,"DEFINITION: Each DefinedMedicalConditionResult always specializes one DefinedObservationResult. Each DefinedObservationResult sometimes is specialized by one DefinedMedicalConditionResult.","Generalization"
DefinedNotification,DESCENDENT_OF,DefinedAdministrativeActivity,'specializes',3.0.3,"DEFINITION: Each DefinedNotification always specializes one DefinedAdministrativeActivity. Each DefinedAdministrativeActivity sometimes is specialized by one DefinedNotification.","Generalization"
DefinedNotification,ASSOCIATION_WITH,NotificationReceiver,'is the receiver of',3.0.3,"DEFINITION: Each NotificationReceiver sometimes is the receiver of one DefinedNotification. Each DefinedNotification sometimes is received by one or more NotificationReceiver.","Association"
DefinedObservation,ANCESTOR_TO,DefinedEligibilityCriterion,'specializes',3.0.3,"DEFINITION: Each DefinedEligibilityCriterion always specializes one DefinedObservation. Each DefinedObservation sometimes is specialized by one DefinedEligibilityCriterion.","Generalization"
DefinedObservation,ASSOCIATION_WITH,DefinedExpressionVariableRelationship,'is a reference to',3.0.3,"DEFINITION: Each DefinedExpressionVariableRelationship always is a reference to one DefinedObservation. Each DefinedObservation sometimes is referenced by one or more DefinedExpressionVariableRelationship.","Association"
DefinedObservation,ANCESTOR_TO,DefinedImaging,'specializes',3.0.3,"DEFINITION: Each DefinedImaging always specializes one DefinedObservation. Each DefinedObservation sometimes is specialized by one DefinedImaging.","Generalization"
DefinedObservation,DESCENDENT_OF,DefinedActivity,'specializes',3.0.3,"DEFINITION: Each DefinedObservation always specializes one DefinedActivity. Each DefinedActivity sometimes is specialized by one DefinedObservation.","Generalization"
DefinedObservation,ASSOCIATION_WITH,DefinedObservationResult,'is a result of',3.0.3,"DEFINITION: Each DefinedObservationResult always is a result of one DefinedObservation. Each DefinedObservation sometimes results in one or more DefinedObservationResult.","Association"
DefinedObservation,ANCESTOR_TO,DefinedStratificationCriterion,'specializes',3.0.3,"DEFINITION: Each DefinedStratificationCriterion always specializes one DefinedObservation. Each DefinedObservation sometimes is specialized by one DefinedStratificationCriterion.","Generalization"
DefinedObservationResult,ASSOCIATION_WITH,DefinedContingentOnRelationship,'is contingent upon',3.0.3,"DEFINITION: Each DefinedContingentOnRelationship sometimes is contingent upon one DefinedObservationResult. Each DefinedObservationResult sometimes is a condition for one or more DefinedContingentOnRelationship.","Association"
DefinedObservationResult,ASSOCIATION_WITH,DefinedCriterionGroupCompositionRelationship,'is the parent of',3.0.3,"DEFINITION: Each DefinedCriterionGroupCompositionRelationship sometimes is the parent of one DefinedObservationResult. Each DefinedObservationResult sometimes is the component of one or more DefinedCriterionGroupCompositionRelationship.","Association"
DefinedObservationResult,ASSOCIATION_WITH,DefinedCriterionGroupOptionRelationship,'is a choice that has as option',3.0.3,"DEFINITION: Each DefinedCriterionGroupOptionRelationship sometimes is a choice that has as option one DefinedObservationResult. Each DefinedObservationResult sometimes is an option that can satisfy one or more DefinedCriterionGroupOptionRelationship.","Association"
DefinedObservationResult,ANCESTOR_TO,DefinedMedicalConditionResult,'specializes',3.0.3,"DEFINITION: Each DefinedMedicalConditionResult always specializes one DefinedObservationResult. Each DefinedObservationResult sometimes is specialized by one DefinedMedicalConditionResult.","Generalization"
DefinedObservationResult,ASSOCIATION_WITH,DefinedObservation,'has as focal context',3.0.3,"DEFINITION: Each DefinedObservation sometimes has as focal context one DefinedObservationResult. Each DefinedObservationResult sometimes is the focal context for one or more DefinedObservation.","Association"
DefinedObservationResult,ASSOCIATION_WITH,DefinedRepeatActivityUntilRule,'is repeated until',3.0.3,"DEFINITION: Each DefinedRepeatActivityUntilRule sometimes is repeated until one DefinedObservationResult. Each DefinedObservationResult sometimes triggers the cessation of one or more DefinedRepeatActivityUntilRule.","Association"
DefinedObservationResult,ANCESTOR_TO,DefinedStratificationCriterionPermissibleResult,'specializes',3.0.3,"DEFINITION: Each DefinedStratificationCriterionPermissibleResult always specializes one DefinedObservationResult. Each DefinedObservationResult sometimes is specialized by one DefinedStratificationCriterionPermissibleResult.","Generalization"
DefinedObservationResult,ASSOCIATION_WITH,PlannedContingentOnRelationship,'is contingent upon',3.0.3,"DEFINITION: Each PlannedContingentOnRelationship sometimes is contingent upon one DefinedObservationResult. Each DefinedObservationResult sometimes is a condition for one or more PlannedContingentOnRelationship.","Association"
DefinedObservationResult,ASSOCIATION_WITH,PlannedCriterionGroupCompositionRelationship,'is the parent of',3.0.3,"DEFINITION: Each PlannedCriterionGroupCompositionRelationship sometimes is the parent of one DefinedObservationResult. Each DefinedObservationResult sometimes is the component of one or more PlannedCriterionGroupCompositionRelationship.","Association"
DefinedObservationResult,ASSOCIATION_WITH,PlannedCriterionGroupOptionRelationship,'is a choice that has as option',3.0.3,"DEFINITION: Each PlannedCriterionGroupOptionRelationship sometimes is a choice that has as option one DefinedObservationResult. Each DefinedObservationResult sometimes is an option that can satisfy one or more PlannedCriterionGroupOptionRelationship.","Association"
DefinedObservationResult,ASSOCIATION_WITH,PlannedRepeatActivityUntilRule,'is repeated until',3.0.3,"DEFINITION: Each PlannedRepeatActivityUntilRule sometimes is repeated until one DefinedObservationResult. Each DefinedObservationResult sometimes triggers the cessation of one or more PlannedRepeatActivityUntilRule.","Association"
DefinedProcedure,ASSOCIATION_WITH,DefinedObservation,'has as focal context',3.0.3,"DEFINITION: Each DefinedObservation sometimes has as focal context one DefinedProcedure. Each DefinedProcedure sometimes is the focal context for one or more DefinedObservation.","Association"
