ClassNameA,ConnectorType,ClassNameB,RelationshipName,Version,Notes,EAConnectorType
Organization,ASSOCIATION_WITH,OrganizationStaff,'staff',5.2,"DESCRIPTION: Each OrganizationStaff might staff one Organization. Each Organization might be staffed by one or more OrganizationStaff. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Organization,ASSOCIATION_WITH,OversightAuthority,'is a function performed by',5.2,"DESCRIPTION: Each OversightAuthority always is a function performed by one Organization. Each Organization might function as one OversightAuthority. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Organization,ASSOCIATION_WITH,Performer,'be a function performed by',5.2,"DESCRIPTION: Each Performer might be a function performed by one Organization. Each Organization might function as one or more Performer. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Organization,ASSOCIATION_WITH,PlannedStudySite,'be a function planned to be performed by',5.2,"DESCRIPTION: Each PlannedStudySite might be a function planned to be performed by one Organization. Each Organization might plan to function as one or more PlannedStudySite. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Organization,ASSOCIATION_WITH,PointOfContact,'be a function performed by',5.2,"DESCRIPTION: Each PointOfContact might be a function performed by one Organization. Each Organization might function as one or more PointOfContact. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Organization,ASSOCIATION_WITH,PointOfContact,'handle communication for',5.2,"DESCRIPTION: Each PointOfContact might handle communication for one Organization. Each Organization might have communications handled by one or more PointOfContact. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Organization,ASSOCIATION_WITH,Processor,'is a function performed by',5.2,"DESCRIPTION: Each Processor always is a function performed by one Organization. Each Organization might function as one or more Processor. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Organization,ASSOCIATION_WITH,QualifiedPerson,'is credentialed by',5.2,"DESCRIPTION: Each QualifiedPerson always is credentialed by one Organization. Each Organization might credential one or more QualifiedPerson. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Organization,ASSOCIATION_WITH,RegulatoryApplicationSponsor,'be a function performed by',5.2,"DESCRIPTION: Each RegulatoryApplicationSponsor might be a function performed by one Organization. Each Organization might function as one or more RegulatoryApplicationSponsor. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Organization,ASSOCIATION_WITH,ReportReceiver,'be a function performed by',5.2,"DESCRIPTION: Each ReportReceiver might be a function performed by one Organization. Each Organization might function as one or more ReportReceiver. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Organization,ASSOCIATION_WITH,ResearchOrganization,'is a function performed by',5.2,"DESCRIPTION: Each ResearchOrganization always is a function performed by one Organization. Each Organization might function as one ResearchOrganization. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Organization,ASSOCIATION_WITH,ResourceProvider,'be a function performed by',5.2,"DESCRIPTION: Each ResourceProvider might be a function performed by one Organization. Each Organization might function as one ResourceProvider. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Organization,ASSOCIATION_WITH,ServiceDeliveryLocation,'be delivery location for',5.2,"DESCRIPTION: Each ServiceDeliveryLocation might be delivery location for one Organization. Each Organization might receive delivery at one or more ServiceDeliveryLocation. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Organization,ASSOCIATION_WITH,StudyCountry,'is a function performed by',5.2,"DESCRIPTION: Each StudyCountry always is a function performed by one or more Organization. Each Organization might function as one or more StudyCountry. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Organization,ASSOCIATION_WITH,StudyLegalSponsor,'be a function performed by',5.2,"DESCRIPTION: Each StudyLegalSponsor might be a function performed by one Organization. Each Organization might function as one or more StudyLegalSponsor. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Organization,ASSOCIATION_WITH,StudyRegistry,'be managed by',5.2,"DESCRIPTION: Each StudyRegistry might be managed by one Organization. Each Organization might manage one or more StudyRegistry. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Organization,ASSOCIATION_WITH,StudySite,'be a function performed by',5.2,"DESCRIPTION: Each StudySite might be a function performed by one Organization. Each Organization might function as one or more StudySite. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Organization,ASSOCIATION_WITH,Subject,'be a function performed by',5.2,"DESCRIPTION: Each Subject might be a function performed by one Organization. Each Organization might function as one or more Subject. DEFINITION: Indicates that the Organization is participating as the subject of an activity. EXAMPLE(S): Audit OTHER NAME(S): NOTE(S):","Association"
Organization,ASSOCIATION_WITH,SystemOfRecord,'be managed by',5.2,"DESCRIPTION: Each SystemOfRecord might be managed by one Organization. Each Organization might manage one or more SystemOfRecord. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
OrganizationStaff,ASSOCIATION_WITH,OrganizationStaffRole,'is a function performed by',5.2,"DESCRIPTION: Each OrganizationStaffRole always is a function performed by one OrganizationStaff. Each OrganizationStaff might function as one or more OrganizationStaffRole. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
OrganizationStaffRole,ASSOCIATION_WITH,Performer,'be a function performed by',5.2,"DESCRIPTION: Each Performer might be a function performed by one OrganizationStaffRole. Each OrganizationStaffRole might function as one or more Performer. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
OrganizationStaffRole,ASSOCIATION_WITH,ReportReceiver,'be a function performed by',5.2,"DESCRIPTION: Each ReportReceiver might be a function performed by one OrganizationStaffRole. Each OrganizationStaffRole might function as one or more ReportReceiver. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
OrganizationStaffRole,ANCESTOR_TO,ResearchStaff,'specializes',5.2,"DESCRIPTION: Each ResearchStaff always specializes one OrganizationStaffRole. Each OrganizationStaffRole might be specialized by one ResearchStaff. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
OrganizationStaffRole,ASSOCIATION_WITH,StaffInterest,'be an interest of',5.2,"DESCRIPTION: Each StaffInterest might be an interest of one OrganizationStaffRole. Each OrganizationStaffRole might have interest in one or more StaffInterest. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
OversightAuthority,ANCESTOR_TO,OversightCommittee,'specializes',5.2,"DESCRIPTION: Each OversightCommittee always specializes one OversightAuthority. Each OversightAuthority might be specialized by one OversightCommittee. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
OversightAuthority,ANCESTOR_TO,RegulatoryAuthority,'specializes',5.2,"DESCRIPTION: Each RegulatoryAuthority always specializes one OversightAuthority. Each OversightAuthority might be specialized by one RegulatoryAuthority. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
OversightAuthority,ASSOCIATION_WITH,StudyOversightAuthority,'is a function performed by',5.2,"DESCRIPTION: Each StudyOversightAuthority always is a function performed by one OversightAuthority. Each OversightAuthority might function as one or more StudyOversightAuthority. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
OversightCommittee,ASSOCIATION_WITH,DataMonitoringCommitteeCharterVersion,'governs',5.2,"DESCRIPTION: Each DataMonitoringCommitteeCharterVersion always governs one OversightCommittee. Each OversightCommittee might be governed by one or more DataMonitoringCommitteeCharterVersion. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
OversightCommittee,DESCENDENT_OF,OversightAuthority,'specializes',5.2,"DESCRIPTION: Each OversightCommittee always specializes one OversightAuthority. Each OversightAuthority might be specialized by one OversightCommittee. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
OversightCommittee,ASSOCIATION_WITH,Performer,'be a function performed by',5.2,"DESCRIPTION: Each Performer might be a function performed by one OversightCommittee. Each OversightCommittee might function as one or more Performer. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
OversightCommittee,ASSOCIATION_WITH,StudySiteOversightStatus,'be assigned by',5.2,"DESCRIPTION: Each StudySiteOversightStatus might be assigned by one OversightCommittee. Each OversightCommittee might assign one or more StudySiteOversightStatus. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
PerformedReportGeneration,DESCENDENT_OF,PerformedActivity,'specializes',5.2,"DESCRIPTION: Each PerformedReportGeneration always specializes one PerformedActivity. Each PerformedActivity might be specialized by one PerformedReportGeneration. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
PerformedSupply,DESCENDENT_OF,PerformedProcedure,'specializes',5.2,"DESCRIPTION: Each PerformedSupply always specializes one PerformedProcedure. Each PerformedProcedure might be specialized by one PerformedSupply. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
Person,ASSOCIATION_WITH,DocumentAuthor,'be a function performed by',5.2,"DESCRIPTION: Each DocumentAuthor might be a function performed by one Person. Each Person might function as one or more DocumentAuthor. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): The direct assocation to Person was added in support of LSDAM use cases which didn't specify any specific role.","Association"
Person,ASSOCIATION_WITH,HealthcareProvider,'is a function performed by',5.2,"DESCRIPTION: Each HealthcareProvider always is a function performed by one Person. Each Person might function as one or more HealthcareProvider. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Person,ASSOCIATION_WITH,InsuredPerson,'be a function performed by',5.2,"DESCRIPTION: Each InsuredPerson might be a function performed by one Person. Each Person might function as one or more InsuredPerson. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Person,ASSOCIATION_WITH,MaritalStatus,'describes',5.2,"DESCRIPTION: Each MaritalStatus always describes one Person. Each Person might be described by one or more MaritalStatus. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Person,ASSOCIATION_WITH,OrganizationStaff,'be a function performed by',5.2,"DESCRIPTION: Each OrganizationStaff might be a function performed by one Person. Each Person might function as one or more OrganizationStaff. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Person,ASSOCIATION_WITH,Performer,'be a function performed by',5.2,"DESCRIPTION: Each Performer might be a function performed by one Person. Each Person might function as one or more Performer. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Person,DESCENDENT_OF,BiologicEntity,'specializes',5.2,"DESCRIPTION: Each Person always specializes one BiologicEntity. Each BiologicEntity might be specialized by one Person.: DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Person,ASSOCIATION_WITH,PointOfContact,'be a function performed by',5.2,"DESCRIPTION: Each PointOfContact might be a function performed by one Person. Each Person might function as one or more PointOfContact. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Person,ASSOCIATION_WITH,QualifiedPerson,'is a function performed by',5.2,"DESCRIPTION: Each QualifiedPerson always is a function performed by one Person. Each Person might function as one or more QualifiedPerson. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Person,ASSOCIATION_WITH,ReportReceiver,'be a function performed by',5.2,"DESCRIPTION: Each ReportReceiver might be a function performed by one Person. Each Person might function as one or more ReportReceiver. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Person,ASSOCIATION_WITH,ResourceProvider,'be a function performed by',5.2,"DESCRIPTION: Each ResourceProvider might be a function performed by one Person. Each Person might function as one ResourceProvider. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Place,ASSOCIATION_WITH,Container,'is located at',5.2,"DESCRIPTION: Each Container always is located at one Place. Each Place might be location for one or more Container. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Place,ASSOCIATION_WITH,PerformedActivity,'take place in',5.2,"DESCRIPTION: Each PerformedActivity might take place in one Place. Each Place might be the location for one or more PerformedActivity. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Place,ASSOCIATION_WITH,PerformedEncounter,'have a subject arriving from',5.2,"DESCRIPTION: Each PerformedEncounter might have a subject arriving from one Place. Each Place might be the location a subject arrives from for one or more PerformedEncounter. DEFINITION: Identifies the origination point of a subject before an encounter. EXAMPLE(S): A patient may arrive at a hospital from a nursing facility. A study subject may arrive at the radiology department from the surgery ward. OTHER NAME(S): Arrived From NOTE(S):","Association"
Place,ASSOCIATION_WITH,PerformedEncounter,'have a subject departing to',5.2,"PerformedEncounter [departingFromPerformedEncounter] (0..*) have a subject departing to / be the location a subject departs to after (0..1) [departingToPlace] Place DESCRIPTION: Each PerformedEncounter might have a subject departing to one Place. Each Place might be the location a subject departs to after one or more PerformedEncounter. DEFINITION: Identifies the destination of a subject after an encounter. EXAMPLE(S): A patient may depart from a hospital to go to a nursing facility. A study subject may depart from the radiology department to the surgery ward. OTHER NAME(S): Departed To NOTE(S):","Association"
Place,ASSOCIATION_WITH,Place,'be contained in',5.2,"DESCRIPTION: Each Place might be contained in one Place. Each Place might contain one or more Place. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Place,ASSOCIATION_WITH,ProcessingSite,'is a function performed by',5.2,"DESCRIPTION: Each ProcessingSite always is a function performed by one Place. Each Place might function as one or more ProcessingSite. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Place,ASSOCIATION_WITH,QualifiedPerson,'be qualified in',5.2,"DESCRIPTION: Each QualifiedPerson might be qualified in one Place. Each Place might be the location in which the qualification is granted for one or more QualifiedPerson. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Place,ASSOCIATION_WITH,ServiceDeliveryLocation,'be located at',5.2,"DESCRIPTION: Each ServiceDeliveryLocation might be located at one Place. Each Place might be the location for one or more ServiceDeliveryLocation. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Place,ASSOCIATION_WITH,StorageEquipment,'is located in',5.2,"DESCRIPTION: Each StorageEquipment always is located in one Place. Each Place might be location for one or more StorageEquipment. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
ProcessProtocol,ASSOCIATION_WITH,DocumentVersion,'contain',5.2,"DESCRIPTION: Each DocumentVersion might contain one ProcessProtocol. Each ProcessProtocol might be the contents of one DocumentVersion. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
ProcessProtocol,ANCESTOR_TO,ImagingProcessProtocol,'specializes',5.2,"DESCRIPTION: Each ImagingProcessProtocol always specializes one ProcessProtocol. Each ProcessProtocol might be specialized by one ImagingProcessProtocol. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
ProcessProtocol,ASSOCIATION_WITH,Organization,'follow',5.2,"DESCRIPTION: Each Organization might follow one or more ProcessProtocol. Each ProcessProtocol might be followed by one or more Organization. DEFINITION: EXAMPLE(S): An imaging center may follow a given image acquisition protocol OTHER NAME(S): NOTE(S):","Association"
ProcessProtocol,ASSOCIATION_WITH,PointOfContact,'support',5.2,"DESCRIPTION: Each PointOfContact might support one or more ProcessProtocol. Each ProcessProtocol might be supported by one or more PointOfContact. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
ProcessProtocol,DESCENDENT_OF,DefinedActivity,'specializes',5.2,"DESCRIPTION: Each ProcessProtocol always specializes one DefinedActivity. Each DefinedActivity might be specialized by one ProcessProtocol. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
ProcessProtocol,ANCESTOR_TO,SpecimenCollectionProtocol,'specializes',5.2,"DESCRIPTION: Each SpecimenCollectionProtocol always specializes one ProcessProtocol. Each ProcessProtocol might be specialized by one SpecimenCollectionProtocol. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
ProcessProtocol,ANCESTOR_TO,SpecimenProcessingProtocol,'specializes',5.2,"DESCRIPTION: Each SpecimenProcessingProtocol always specializes one ProcessProtocol. Each ProcessProtocol might be specialized by one SpecimenProcessingProtocol. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Processor,ASSOCIATION_WITH,Distributor,'functions as an outlet for',5.2,"DESCRIPTION: Each Distributor always functions as an outlet for one or more Processor. Each Processor might have as an outlet one or more Distributor. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Processor,ANCESTOR_TO,Manufacturer,'specializes',5.2,"DESCRIPTION: Each Manufacturer always specializes one Processor. Each Processor might be specialized by one Manufacturer. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Processor,ASSOCIATION_WITH,ProcessedProduct,'is produced by',5.2,"DESCRIPTION: Each ProcessedProduct always is produced by one Processor. Each Processor always produces one or more ProcessedProduct. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Processor,ASSOCIATION_WITH,ProcessingSite,'manufactures for',5.2,"DESCRIPTION: Each ProcessingSite always manufactures for one or more Processor. Each Processor might manufacture at one or more ProcessingSite. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Processor,ANCESTOR_TO,Reprocessor,'specializes',5.2,"DESCRIPTION: Each Reprocessor always specializes one Processor. Each Processor might be specialized by one Reprocessor. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Product,ANCESTOR_TO,Biologic,'specializes',5.2,"DESCRIPTION: Each Biologic always specializes one Product. Each Product might be specialized by one Biologic. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Product,ANCESTOR_TO,Container,'specializes',5.2,"DESCRIPTION: Each Package always specializes one Product. Each Product might be specialized by one Package. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
Product,ANCESTOR_TO,Cosmetic,'specializes',5.2,"DESCRIPTION: Each Cosmetic always specializes one Product. Each Product might be specialized by one Cosmetic. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Product,ASSOCIATION_WITH,DefinedProcedure,'use',5.2,"DESCRIPTION: Each DefinedProcedure might use one or more Product. Each Product might be used during one or more DefinedProcedure. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Product,ASSOCIATION_WITH,DefinedStudyAgentTransfer,'is a transfer of',5.2,"DESCRIPTION: Each DefinedStudyAgentTransfer always is a transfer of one Product. Each Product might be transferred during one or more DefinedStudyAgentTransfer. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Product,ANCESTOR_TO,Device,'specializes',5.2,"DESCRIPTION: Each Device always is specialized by one Product. Each Product might be specialized by one Device. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Product,ASSOCIATION_WITH,Distributor,'provides',5.2,"DESCRIPTION: Each Distributor always provides one or more Product. Each Product might be provided by one or more Distributor. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Product,ANCESTOR_TO,Drug,'specializes',5.2,"DESCRIPTION: Each Drug always specializes one Product. Each Product might be specialized by one Drug. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
Product,ASSOCIATION_WITH,ExperimentalUnit,'be a function performed by',5.2,"DESCRIPTION: Each ExperimentalUnit might be a function performed by one Product. Each Product might function as one or more ExperimentalUnit. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Product,ANCESTOR_TO,FoodProduct,'specializes',5.2,"DESCRIPTION: Each FoodProduct always specializes one Product. Each Product might be specialized by one FoodProduct. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Product,ASSOCIATION_WITH,PerformedMaterialStorage,'use',5.2,"DESCRIPTION: Each PerformedMaterialStorage might use one or more Product. Each Product might be used during one or more PerformedMaterialStorage. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Product,ASSOCIATION_WITH,PerformedProcedure,'use',5.2,"DESCRIPTION: Each PerformedProcedure might use one or more Product. Each Product might be used during one or more PerformedProcedure. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Product,ASSOCIATION_WITH,PerformedProductProblemDiscovery,'focuses on',5.2,"DESCRIPTION: Each PerformedProductProblemDiscovery always focuses on one Product. Each Product might be the focus of one or more PerformedProductProblemDiscovery. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Product,ASSOCIATION_WITH,PerformedProductTransport,'use',5.2,"DESCRIPTION: Each PerformedProductTransport might use one or more Product. Each Product might be used during one or more PerformedProductTransport. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Product,ASSOCIATION_WITH,PerformedStudyAgentTransfer,'is a transfer of',5.2,"DESCRIPTION: Each PerformedStudyAgentTransfer always is a transfer of one Product. Each Product might be transferred during one or more PerformedStudyAgentTransfer. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Product,ASSOCIATION_WITH,ProcessedProduct,'produces',5.2,"DESCRIPTION: Each ProcessedProduct always produces one Product. Each Product might be produced by one or more ProcessedProduct. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Product,ASSOCIATION_WITH,ProcessingSite,'fabricates',5.2,"DESCRIPTION: Each ProcessingSite always fabricates one or more Product. Each Product might be fabricated by one or more ProcessingSite. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Product,ASSOCIATION_WITH,ProductGroup,'groups',5.2,"DESCRIPTION: Each ProductGroup always groups one or more Product. Each Product might be grouped by one or more ProductGroup. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Aggregation"
Product,DESCENDENT_OF,Material,'specializes',5.2,"DESCRIPTION: Each Product always specializes one Material. Each Material might be specialized by one Product. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Product,ASSOCIATION_WITH,ProductRelationship,'has as source',5.2,"DESCRIPTION: Each ProductRelationship always has as source one Product. Each Product might be the source for one or more ProductRelationship. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Product,ASSOCIATION_WITH,ProductRelationship,'has as target',5.2,"DESCRIPTION: Each ProductRelationship always has as target one Product. Each Product might be the target for one or more ProductRelationship. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Product,ASSOCIATION_WITH,StudyAgent,'is a function performed by',5.2,"DESCRIPTION: Each StudyAgent always is a function performed by one Product. Each Product might function as one or more StudyAgent. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Product,ASSOCIATION_WITH,Subject,'be a function performed by',5.2,"DESCRIPTION: Each Subject might be a function performed by one Product. Each Product might function as one or more Subject. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Product,ASSOCIATION_WITH,Submission,'has as subject',5.2,"DESCRIPTION: Each Submission always has as subject one Product. Each Product might be the subject for one or more Submission. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
ProductGroup,ASSOCIATION_WITH,ExperimentalUnit,'be a function performed by',5.2,"DESCRIPTION: Each ExperimentalUnit might be a function performed by one ProductGroup. Each ProductGroup might function as one or more ExperimentalUnit. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Project,ASSOCIATION_WITH,Activity,'be used by',5.2,"DESCRIPTION: Each Activity might be used by one Project. Each Project might use one or more Activity. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Project,ANCESTOR_TO,ClinicalDevelopmentPlan,'specializes',5.2,"DESCRIPTION: Each ClinicalDevelopmentPlan always specializes one Project. Each Project might be specialized by one ClinicalDevelopmentPlan. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
Project,ANCESTOR_TO,NonResearchProject,'specializes',5.2,"DESCRIPTION: Each NonResearchProject always specializes one Project. Each Project might be specialized by one NonResearchProject. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
Project,ASSOCIATION_WITH,PointOfContact,'support',5.2,"DESCRIPTION: Each PointOfContact might support one or more Project. Each Project might be supported by one or more PointOfContact. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Project,ASSOCIATION_WITH,ProjectConduct,'is the execution of',5.2,"DESCRIPTION: Each ProjectConduct always is the execution of one Project. Each Project might have as execution one ProjectConduct. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Project,ASSOCIATION_WITH,ProjectRelationship,'has as source',5.2,"DESCRIPTION: Each ProjectRelationship always has as source one Project. Each Project might be the source for one or more ProjectRelationship. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Project,ASSOCIATION_WITH,ProjectRelationship,'has as target',5.2,"DESCRIPTION: Each ProjectRelationship always has as target one Project. Each Project might be the target for one or more ProjectRelationship. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Project,ANCESTOR_TO,ResearchProject,'specializes',5.2,"DESCRIPTION: Each ResearchProject always specializes one Project. Each Project might be specialized by one ResearchProject. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
ProjectConduct,ANCESTOR_TO,NonResearchProjectConduct,'specializes',5.2,"DESCRIPTION: Each NonResearchProjectState always specializes one ProjectState. Each ProjectState might be specialized by one NonResearchProjectState. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
ProjectConduct,ANCESTOR_TO,StudyConduct,'specializes',5.2,"DESCRIPTION: Each StudyConduct always specializes one ProjectState. Each ProjectState might be specialized by one StudyConduct. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
ReportSubmitter,ASSOCIATION_WITH,NotificationReceiver,'be a function performed by',5.2,"DESCRIPTION: Each NotificationReceiver might be a function performed by one ReportSubmitter. Each ReportSubmitter might function as one or more NotificationReceiver. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
ReportVersion,ANCESTOR_TO,AnatomicPathologyReportVersion,'specializes',5.2,"DESCRIPTION: Each AnatomicPathologyReportVersion always specializes one ReportVersion. Each ReportVersion might be specialized by one AnatomicPathologyReportVersion. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
ReportVersion,ANCESTOR_TO,AnatomicPathologySectionVersion,'specializes',5.2,"DESCRIPTION: Each AnatomicPathologySectionVersion always specializes one ReportVersion. Each ReportVersion might be specialized by one AnatomicPathologySectionVersion. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
ReportVersion,ASSOCIATION_WITH,ReportReceiver,'receives',5.2,"DESCRIPTION: Each ReportReceiver always receives one ReportVersion. Each ReportVersion might be received by one or more ReportReceiver. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
ReportVersion,DESCENDENT_OF,DocumentVersion,'specializes',5.2,"DESCRIPTION: Each ReportVersion always specializes one DocumentVersion. Each DocumentVersion might be specialized by one ReportVersion. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
ReportVersion,ANCESTOR_TO,SafetyReportVersion,'specializes',5.2,"DESCRIPTION: Each SafetyReportVersion always specializes one ReportVersion. Each ReportVersion might be specialized by one SafetyReportVersion. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Reprocessor,DESCENDENT_OF,Processor,'specializes',5.2,"DESCRIPTION: Each Reprocessor always specializes one Processor. Each Processor might be specialized by one Reprocessor. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
