ClassName,SubdomainName,Version,Notes
ReportVersion,Common Sub-Domain,5.2,"DEFINITION: A document version characterized by information or other content which is tailored to the context of a given situation and audience. EXAMPLE(S): Safety Report Study Report OTHER NAME(S): NOTE(S):"
Reprocessor,Common Sub-Domain,5.2,"DEFINITION: An organization that is typically in the business of re-using or refurbishing a product (such as a medical device) so that it can be used again. These kind of organizations must comply with the same requirements that apply to original equipment manufacturers. EXAMPLE(S): OTHER NAME(S): NOTE(S): These organizations are typically referred to as third part or hospital reprocessors. Reprocessing of medical devices is done to save costs and reduce wastes."
ResearchOrganization,Common Sub-Domain,5.2,"DEFINITION: An organization whose purpose is to support systemic rigorous study and investigation into a particular field or fields. EXAMPLE(S): Clinical Research Organization (CRO) OTHER NAME(S): NOTE(S):"
ResearchProject,Common Sub-Domain,5.2,"DEFINITION: A project that is intended to generate or test one or more hypotheses or lead to discoveries. EXAMPLE(S): A project to identify genetic biomarkers for cancer prognosis A phase 2 clinical trial to test whether an experimental treatment is effective. An epidemiological study to determine whether there is a correlation between an exposure and a disease. OTHER NAME(S): NOTE(S):"
ResearchStaff,Common Sub-Domain,5.2,"DEFINITION: Individual who is employed and/or involved in any aspect of conduct of protocol driven research. EXAMPLE(S): administrators clinical and data managers clinical research pharmacists clinical research associates clinical trials compliance coordinators clinical trials specialists laboratory technologists nurses research services consultants study coordinators and others OTHER NAME(S): NOTE(S):"
ResourceProvider,Common Sub-Domain,5.2,"DEFINITION: An organization or person that provides financial or other resources for the conduct of research. EXAMPLE(S): National Cancer Institute National Institutes of Health [Federal Agency examples] Pharmaceutical companies [private industry example] OTHER NAME(S): NOTE(S):"
ServiceDeliveryLocation,Common Sub-Domain,5.2,"DEFINITION: A place at which services are provided by or on behalf of an organization. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
Software,Common Sub-Domain,5.2,"DEFINITION: A set of coded instructions that a computer follows in processing data performing an operation or solving a logical problem upon execution of the program. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
StaffInterest,Common Sub-Domain,5.2,"DEFINITION: An area of interest or speciality that a staff member has. EXAMPLE(S): Paediatic neurology Diabetes mellitus Imaging biostatistics OTHER NAME(S): NOTE(S): StaffInterest is usually a clinical specialty but may be a different type of specialty (e.g. imaging biostatistics)."
StandardOfCareDataCollection,Common Sub-Domain,5.2,"DEFINITION: A non-research project with the ultimate goal of collecting healthcare results that can later be leveraged and analyzed by researchers to identify health disparity trends in disease incidence mortality and patient survival. EXAMPLE(S): U.S. National Cancer Institute (NCI) Surveillance Epidemiology and End Results (SEER) Program OTHER NAME(S): NOTE(S):"
StorageEquipment,Common Sub-Domain,5.2,"DEFINITION: A physical structure or device capable of holding objects or samples. [NCIt definition for Storage Unit] EXAMPLE(S): freezers OTHER NAME(S): NOTE(S):"
Study,Common Sub-Domain,5.2,"DEFINITION: A research project whose objectives are to test or confirm hypotheses concerning the utility impact pharmacological physiological and/or psychological effects of a particular treatment procedure drug device biologic food product cosmetic care plan or subject characteristic. EXAMPLE(S): A vaccine therapy study looking at treating patients with previously treated stage II-III HER2-positive breast cancer OTHER NAME(S): NOTE(S): The comprehensive notion of a study is represented in BRIDG by the classes Study StudyProtocol StudyProtocolVersion StudyProtocolDocument StudyProtocolDocumentVersion StudyConduct and all their associations. - The Study class represents the core concept from a clinician’s perspective and functions technically as an anchor or entry point for all the related concepts and aspects that may be considered characteristics of a study. The study protocol may be of any type that involves subjects including prevention therapeutic interventional or observational. - The StudyProtocol class represents the plan for the study which includes characteristics and planned activities which can be distilled into or abstracted from a version of the study protocol document and can exist even before the information is put into document form. - The StudyProtocolVersion class represents the details of the study protocol that may change over time. - The StudyProtocolDocument class represents the study protocol in a textual possibly graphical and human-readable form and is a grouping of the various study protocol document versions. - The StudyProtocolDocumentVersion class represents the document form of the study protocol version and is contains the details of the study protocol document as they exist[ed] at a particular point in time. - The StudyConduct class represents the execution of a study based on a study protocol definition which includes the scheduled and performed activities that are subject-specific as well as study-level and site-level activities. - Each of these main classes may have other associations and attributes that further detail out aspects of the overall study."
StudyCountry,Common Sub-Domain,5.2,"DEFINITION: An entity with management and reporting responsibilities in the context of a particular study for a set of study sites which may or may not be physically located within the geographic location state or nation of the entity. EXAMPLE(S): United Kingdom - acting as a Study Country for all study sites in the UK and Republic of Ireland for the Phase III Study of Exotocillin in community acquired pneumonia in patients over 65 France - acting as a Study Country for all study sites in mainland France and its offshore departments plus two sites in French-speaking Belgium for the Phase II Study of Exotomumab in treatment of rheumatoid arthritis OTHER NAME(S): NOTE(S): A Study Country exists as a business object in the context of planning and management of specific individual studies."
StudyRegistry,Common Sub-Domain,5.2,"DEFINITION: An organization (typically a government agency) that administers the registration of studies. EXAMPLE(S): ClinicalTrials.gov (CT.gov) Netherlands National Trial Register (NTR) OTHER NAME(S): NOTE(S): The study registry should contain basic information about each study sufficient to inform potential subjects (and their healthcare providers) how to enroll in the study."
StudySubject,Common Sub-Domain,5.2,"DEFINITION: A physical entity which is the primary unit of operational and/or administrative interest in a study. EXAMPLE(S): A person who is registered in a study as a recipient of an investigational product or as a control. Individuals who are being screened for studies. Individuals participating in observational or other studies. A pacemaker a fuse that can be used in medical devices a cow a pen of pigs or a tissue sample from a tissue bank. OTHER NAME(S): NOTE(S): StudySubjects within a study are all of the same type. An entity registered in a study is not part of another entity registered in the same study."
Subject,Common Sub-Domain,5.2,"DEFINITION: An entity of interest either biological or otherwise. EXAMPLE(S): A human being who might be of interest because they are on a study A sheep who might have experienced an adverse event A pacemaker that failed Tissue that is undergoing gross evaluation Tissue that is to be embedded in paraffin OTHER NAME(S): NOTE(S):"
SubjectPaymentMethod,Common Sub-Domain,5.2,"DEFINITION: A kind of payer/insurance carrier assigned to the subject. EXAMPLE(S): Private Insurance Medicare Medicare And Private Insurance Medicaid OTHER NAME(S): NOTE(S):"
SystemOfRecord,Common Sub-Domain,5.2,"DEFINITION: The system that assigned the identifier. EXAMPLE(S): OTHER NAME(S): NOTE(S): This concept will be re-visited again in the next release. It may be an implementation-oriented concept."
TreatingSite,Common Sub-Domain,5.2,"DEFINITION: Any healthcare facility where care is provided as part of a cooperative group organizational network. EXAMPLE(S): A cancer center that is part of the North Central Cancer Treatment Group (NCCTG). OTHER NAME(S): NOTE(S): There are two ways a TreatingSite can be associated to a CooperativeGroup: either directly or through a CooperativeGroupMember."
DeviceParameter,Experiment Sub-Domain,5.2,"DEFINITION: Any factor that defines a system and determines (or limits) its performance. EXAMPLE(S): incubation temperature number of mismatches in a BLAST search scanning wavelength OTHER NAME(S): NOTE(S):"
DeviceParameterValue,Experiment Sub-Domain,5.2,"DEFINITION: The value of a parameter setting for a given use. EXAMPLE(S): 5 degrees Celsius 5-10 minutes OTHER NAME(S): NOTE(S):"
Experiment,Experiment Sub-Domain,5.2,"DEFINITION: A Research Project whose objectives are to generate hypotheses or lead to discoveries. EXAMPLE(S): Gene expression experiment intended to discover novel genetic biomarkers. Physicochemical characterization of nanoparticles. OTHER NAME(S): NOTE(S):"
ExperimentalActivityItem,Experiment Sub-Domain,5.2,"DEFINITION: The role the entity (specifically an Animal a BiologicEntityGroup a Material or a MolecularSequence) plays within the execution of an activity. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
ExperimentalFactor,Experiment Sub-Domain,5.2,"DEFINITION: An independent variable manipulated by the experimentalist with the intention to affect biological systems in a way that can be measured by an assay. EXAMPLE(S): genotype time as a factor in time series studies dose a factor in dose response studies compound as a factor in compound treatment studies or disease state in disease studies OTHER NAME(S): NOTE(S):"
ExperimentalFactorValue,Experiment Sub-Domain,5.2,"DEFINITION: A specific type time period compound dose temperature magnitude quantity element aspect or other item in a variable manipulated by the experimentalist. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
InVitroCharacterization,Experiment Sub-Domain,5.2,"DEFINITION: An Experiment whose objective is to describe distinctive characteristics or essential features of the assay which is conducted in an artificial environment such as in a test tube under a defined and controlled set of solvent and solute conditions. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
InVivoCharacterization,Experiment Sub-Domain,5.2,"DEFINITION: An Experiment whose objective is the appraisal of the biological properties or activities of a substance by testing its effect on an organism. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
PhysicoChemicalCharacterization,Experiment Sub-Domain,5.2,"DEFINITION: <font color=#333333>An Experiment whose objective is to determine the material structural and chemical properties of a substance.</font> EXAMPLE(S): OTHER NAME(S): NOTE(S):"
CTImagingAcquisitionProtocolElement,Imaging Sub-Domain,5.2,"DEFINITION: A set of scanning parameter values necessary to perform a single CT scan in the acquisition protocol. [adapted from NEMA XR 25-2010 https://www.nema.org/Standards/Pages/Computed-Tomography-Dose-Check.aspx] EXAMPLE(S): A chest Protocol might include three elements: two localizer CT radiographs (AP and Lateral) and a single helical scan each of which would be described in separate steps with different parameter values. OTHER NAME(S): NOTE(S): Given that this sub-subclass of ImagingProcessProtocolElement actually names the process as Acquisition and includes that word in the name of the class the word Process is omitted from the class name."
CTImagingReconstructionProtocolElement,Imaging Sub-Domain,5.2,"DEFINITION: A set of image generation parameter values necessary to create a single set of images from a single CT scan. EXAMPLE(S): A CT Protocol frequently specifies multiple reconstructions. For example a single helical Acquisition Element may be reconstructed once as thin slices and a second time as thick slices. OTHER NAME(S): NOTE(S): Given that this sub-subclass of ImagingProcessProtocolElement actually names the process as Reconstruction and includes that word in the name of the class the word Process is omitted from the class name."
GenericImagingProcessProtocol,Imaging Sub-Domain,5.2,"DEFINITION: Provides the details for how the images in the imaging study are <u>to be</u> captured and reconstructed such as a complete description of imaging parameters instrumentation subject positioning etc. EXAMPLE(S): OTHER NAME(S): NOTE(S): This class includes content from both the DICOM CT Defined Acquisition Technique Module and the DICOM CT Defined Reconstruction Technique Module."
ImagingAcquisitionProtocolElement,Imaging Sub-Domain,5.2,"DEFINITION: A set of scanning parameter values necessary to perform a single scan in the acquisition protocol. [adapted from NEMA XR 25-2010 https://www.nema.org/Standards/Pages/Computed-Tomography-Dose-Check.aspx] EXAMPLE(S): A chest Protocol might include three elements: two localizer CT radiographs (AP and Lateral) and a single helical scan each of which would be described in separate steps with different parameter values. OTHER NAME(S): NOTE(S): Given that this subclass of ImagingProcessProtocolElement actually names the process as Acquisition and includes that word in the name of the class the word Process is omitted from the class name."
ImagingProcessProtocol,Imaging Sub-Domain,5.2,"DEFINITION: A collection of activities for the purpose of obtaining images of the subject including purpose and objectives and a description of the appropriate equipment characteristics subject preparation and positioning anatomical location functional conditions acquisition and reconstruction techniques and other parameters. EXAMPLE(S): CT of chest/abdomen/pelvis for oncology follow-up using intravenous and oral contrast with the subject positioned supine with arms up in helical mode with tube current modulation with single breath hold during entire scan reconstructed in 2.5 mm thick slices using soft tissue and bone algorithms. OTHER NAME(S): NOTE(S): This class combines the common concept of an imaging protocol underlying the DICOM Defined and Performed Acquisition and Reconstruction Protocols. In modeling often the same term is used to mean different things and a single concept can have more than one name. In the healthcare arena the term protocol is somewhat overloaded and must be qualified to provide semantic context. Therefore during the early years of the BRIDG project the term study protocol was chosen to disambiguate the concept of the detailed plan for a clinical study (the scope of BRIDG at that time) from other kinds of protocols such as are common in life sciences. In BRIDG the notion of a study protocol is very specific in purpose and includes (but is not limited to) the design statistical considerations activities to test a particular hypothesis or answer a particular question that is the basis of the study characteristics specifications objective(s) background pre-study/study/post-study portions of the plan (including the design methodology statistical considerations organization). For a more complete discussion of the notion of the study protocol see the classes StudyProtocol StudyProtocolVersion StudyProtocolDocument StudyProtocolDocumentVersion StudyConduct and all their associations. With the addition of life sciences to the scope of the BRIDG model there came along (with that scope) the need to identify the kind of protocol that represents a more simple or atomic concept that of “a composite activity that serves as a rule that guides how activities should be performed.” This concept represented by the ProcessProtocol class has a more limited size than the concept of a study protocol does and represents a standardized approach to doing tasks or activities that are not as big as the plan for a whole study. With the further addition of imaging concepts to the BRIDG model there came the need to add further specific types of process protocols. So the same term ProcessProtocol has been leveraged with a prefix to indicate the scope of this subclass - ImagingProcessProtocol. The BRIDG team acknowledges that overloaded terms are problematic. The team recognizes that many different users within the BRIDG community will have differing opinions on what the meaning of a term is which term is the best to use for each concept and how to define them most effectively. Given that the real “meat” of a concept is in the definition the BRIDG team aims to choose the most unambiguous term to use as the class name to make the class definition as explicit and clear as possible to provide sufficient examples and other names to illustrate the range of possible instances that could be represented by the class. So the BRIDG model is maintaining the distinction between a ProcessProtocol and a StudyProtocol because there is a distinction in the domain that we're trying to disambiguate - the concepts attributes and relationships that describe an SOP-like atomic reusable ProcessProtocol are very different than those of a full-blown clinical trial StudyProtocol. Linking the classes because they both contain the same overloaded word would create artificial complexity in the model and not serve the ultimate purpose of interoperability across systems that need to exchange biomedical research data."
ImagingProcessProtocolElement,Imaging Sub-Domain,5.2,"DEFINITION: A set of parameter values necessary to obtain or reconstruct a set of images for an imaging process protocol. EXAMPLE(S): A chest Protocol might include three elements: two localizer CT radiographs (AP and Lateral) and a single helical scan each of which would be described in separate steps with different parameter values. A CT Protocol frequently specifies multiple reconstructions. For example a single helical Acquisition Element may be reconstructed once as thin slices and a second time as thick slices. OTHER NAME(S): NOTE(S): This class combines the common concept for the process protocol element from the DICOM CT Defined Acquisition Technique Module the DICOM CT Defined Reconstruction Technique Module DICOM CT Performed Acquisition Technique Module and the DICOM CT Performed Reconstruction Technique Module."
ImagingReconstructionProtocolElement,Imaging Sub-Domain,5.2,"DEFINITION: A set of image generation parameter values necessary to create a single set of images from a single scan. EXAMPLE(S): A CT Protocol frequently specifies multiple reconstructions. For example a single helical Acquisition Element may be reconstructed once as thin slices and a second time as thick slices. OTHER NAME(S): Reconstruction Element Sequence (XXXX XXXX) NOTE(S): Given that this subclass of ImagingProcessProtocolElement actually names the process as Reconstruction and includes that word in the name of the class the word Process is omitted from the class name."
MRImagingAcquisitionProtocolElement,Imaging Sub-Domain,5.2,"DEFINITION: A set of scanning parameter values necessary to perform a single MR scan in the acquisition protocol. [adapted from NEMA XR 25-2010 https://www.nema.org/Standards/Pages/Computed-Tomography-Dose-Check.aspx] EXAMPLE(S): OTHER NAME(S): NOTE(S):"
MRImagingReconstructionProtocolElement,Imaging Sub-Domain,5.2,"DEFINITION: A set of image generation parameter values necessary to create a single set of images from a single MR scan. EXAMPLE(S): OTHER NAME(S): NOTE(S): Given that this sub-subclass of ImagingProcessProtocolElement actually names the process as Reconstruction and includes that word in the name of the class the word Process is omitted from the class name."
PETImagingAcquisitionProtocolElement,Imaging Sub-Domain,5.2,"DEFINITION: A set of scanning parameter values necessary to perform a single PET scan in the acquisition protocol. [adapted from NEMA XR 25-2010 https://www.nema.org/Standards/Pages/Computed-Tomography-Dose-Check.aspx] EXAMPLE(S): OTHER NAME(S): NOTE(S): Given that this sub-subclass of ImagingProcessProtocolElement actually names the process as Acquisition and includes that word in the name of the class the word Process is omitted from the class name."
PETImagingReconstructionProtocolElement,Imaging Sub-Domain,5.2,"DEFINITION: A set of image generation parameter values necessary to create a single set of images from a single PET scan. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
PerformedImagingStudy,Imaging Sub-Domain,5.2,"DEFINITION: A collection of images and information that are logically related for the purpose of diagnosing an imaging study subject. [Source: http://dicom.nema.org/medical/dicom/current/output/chtml/part03/chapter_A.html#sect_A.1.2.2] EXAMPLE(S): OTHER NAME(S): NOTE(S): The BRIDG modelers acknowledge that the term study is somewhat overloaded and must be qualified to provide semantic context. That said Imaging Study is a very commonly used term in the imaging community. Any given Imaging Study does necessarily have to be associated with a clinical trial or study protocol. The definition of this class should be sufficient to distinguish from other uses of the term study. "
Radiopharmaceutical,Imaging Sub-Domain,5.2,"DEFINITION: A radioactive drug that is used for the diagnosis or treatment of disease. EXAMPLE(S): Technetium^99m DMSA Sodium fluoride F^18^ Fluorodeoxyglucose F^18^ OTHER NAME(S): Medicinal radiocompounds Radioactive tracer NOTE(S):"
SpecificImagingProcessProtocol,Imaging Sub-Domain,5.2,"DEFINITION: Provides the details for how the images in the imaging study <u>were </u>captured and reconstructed previously so that the <u>process can be replicated</u> such as a complete description of imaging parameters instrumentation subject positioning etc. EXAMPLE(S): OTHER NAME(S): NOTE(S): This class includes content from both the DICOM CT Performed Acquisition Technique Module and the DICOM CT Performed Reconstruction Technique Module."
AminoAcidPhysicalLocation,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: A position or a region on an amino acid sequence. EXAMPLE(S): amino acids 3 to 10 of TP53 protein amino acids 102 to 292 of TP53 protein defining a DNA binding region. OTHER NAME(S): NOTE(S):"
AminoAcidSequence,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: A representation of a linear arrangement of amino acids represented in single notation. EXAMPLE(S): The first 10 amino acids of the protein BRCA1 are MDLSALRVEE. OTHER NAME(S): NOTE(S):"
AminoAcidSequenceFeature,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: An annotation assigned to a defined amino acid physical location. EXAMPLE(S): alpha helices glycosylation sites DNA binding domains OTHER NAME(S): NOTE(S):"
Biomarker,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: A measurable and quantifiable biological parameter which serves as index for health- and physiology-related assessments such as disease risk psychiatric disorders environmental exposure and its effects disease diagnosis metabolic processes substance abuse pregnancy cell line development epidemiologic studies etc. [Source: adapted from MESH] EXAMPLE(S): Specific enzyme concentration Specific hormone concentration Specific gene phenotype distribution in a population Presence of biological substances OTHER NAME(S): NOTE(S):"
Chromosome,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: A structural unit composed of a nucleic acid molecule which controls its own replication through the interaction of specific proteins at one or more origins of replication. [Sequence Ontology: SO:0000340 (SOWiki) http://www.sequenceontology.org/browser/current_svn/term/SO:0000340] EXAMPLE(S): Most humans have 23 pairs of chromosomes--22 pairs of numbered chromosomes called autosomes and one pair of sex chromosomes X and Y. OTHER NAME(S): NOTE(S): This class can represent eukaryotic (e.g. human) mitochondrial bacterial and viral chromosomes for example."
CytobandRange,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: A region within a nucleic acid sequence that is specified using the microscopically visible transverse lines. These lines appear when differential staining techniques are applied to a metaphase chromosome. EXAMPLE(S): 1q2.3-1q2.4 where 1 indicates the chromosome q indicates the arm and the start and end bands are specified as 2.3 and 2.4 respectively OTHER NAME(S): NOTE(S):"
DNASequence,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: A representation of the linear arrangement of deoxyribonucleotides. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
Exon,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: A portion of a gene sequence that is transcribed into the final mRNA product. EXAMPLE(S): Dystrophin exon 23 OTHER NAME(S): NOTE(S): An image showing splicing may be a better example of this class. "
Gene,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: A functional unit of heredity that occupies a specific position (locus) on a particular chromosome is capable of reproducing itself exactly at each cell division and directs the formation of a protein or other product. Comment Requested: In interest of re-using existing standards should the above definition of Gene be replaced by the following from the NLM - <font color=#ff0000> The basic physical and functional unit of heredity. It is made up of DNA and act as instructions to make molecules called proteins. [Source: http://ghr.nlm.nih.gov/handbook/basics/gene]</font> EXAMPLE(S): BRCA1 gene OTHER NAME(S): NOTE(S):"
GeneticReference,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: An assembly of nucleotides used to identify genetic variations. EXAMPLE(S): Different versions of genomic references exist for many species. For example Homo sapiens reference genome utilized by the UCSC Genome Browser hg38 was released in 2013 and hg19 in 2009. Older versions of the assembled reference include but are not limited to hg18. OTHER NAME(S): Reference Sequence ID for a sequence in a database NOTE(S):"
GeneticVariation,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: The difference(s) in the nucleotide sequence of a biologic entity relative to a reference sequence. EXAMPLE(S): A single nucleotide change from adenosine to cytosine of the CAG trinucleotides repeats in the Huntington gene. The BRCA1 gene can contain an insertion at position 5382 BRCA1 gene.c.5382insC or a single nucleotide polymorphism at position 61 converting a to a G 61C-&gt;G. OTHER NAME(S): NOTE(S):"
Genome,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: The sum of genetic material within a cell or virion. [http://www.sequenceontology.org/browser/current_svn/term/SO:0001026] EXAMPLE(S): Human Genome OTHER NAME(S): NOTE(S):"
Intron,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: A portion of a gene sequence that is transcribed but excised from the mature mRNA during processing. EXAMPLE(S): Human KIT Gene Intron 10 OTHER NAME(S): NOTE(S):"
MessengerRNA,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: A representation of a member of the class of RNA molecules that contains protein-coding information in its nucleotide sequence. EXAMPLE(S): Homo sapiens BRCA1 transcript variant 1 mRNA GenBank identifier NM_007294.3 is available at http://www.ncbi.nlm.nih.gov/nuccore/NM_007294.3 OTHER NAME(S): NOTE(S):"
MolecularBiomarker,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: A molecular biological characteristic that can be evaluated as an indicator of biological functions processes or therapeutic responses. EXAMPLE(S): L10I K20R M36I A71V and V82T are all amino acid changes resulting from genetic mutations in the HIV-1 protease protein that are associated with resistance to the drug lndinavir. OTHER NAME(S): Biological State NOTE(S):"
MolecularBiomarkerGroup,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: A collection of molecular biomarkers that often associates observed molecular characteristics with medical conclusions or serves as an indicator of a particular biological condition or process. EXAMPLE(S): Molecular Biomarker Group L10I+K20R+M36I+A71V+V82T links a set of mutations with the conclusion of drug resistance to the drug lndinavir. OTHER NAME(S): NOTE(S):"
MolecularSequence,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: A representation of a linear arrangement of organic compounds. EXAMPLE(S): The sequence of TP53 protein the sequence of TP53 gene the first 20 nucleotides of a BRCA1 mRNA OTHER NAME(S): NOTE(S):"
MolecularSequenceAnnotation,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: An annotation representing a feature of a biological sequence such as a motif or a biological function. EXAMPLE(S): DNA binding region on the human TP53 protein OTHER NAME(S): NOTE(S):"
NucleicAcidPhysicalLocation,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: A position or a region on a nucleic acid sequence. EXAMPLE(S): the first 20 bases of the BRCA1 gene OTHER NAME(S): NOTE(S):"
NucleicAcidSequence,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: A representation of a linear arrangement of nucleotides. EXAMPLE(S): the sequence of TP53 gene the first 20 nucleotide of a BRCA1 mRNA microarray probe for BRCA2 mRNA OTHER NAME(S): NOTE(S): Nucleotides are organic compounds containing nitrogenous base (adenine guanine uracil or cytosine in RNA) a phosphate molecule and a sugar molecule (deoxyribose in DNA and ribose in RNA). "
NucleicAcidSequenceFeature,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: An annotation assigned to a defined nucleic acid physical location. EXAMPLE(S): promoter region protein binding domains OTHER NAME(S): NOTE(S):"
Pathway,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: 'A series of actions among molecules in or associated with a cell that leads to a certain product or a change in a cell. Such a pathway can trigger the assembly of new molecules such as a fat or protein. Pathways can also turn genes on and off or spur a cell to move. [Adapted from: http://www.genome.gov/27530687] EXAMPLE(S): Notch signaling pathway OTHER NAME(S): NOTE(S):"
PerformedGeneticInterpretation,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: The result of assessing the meaning of one or more genetic observation results. EXAMPLE(S): The result of assessing a set of genetic variations might be a decreased risk of a given disease. OTHER NAME(S): NOTE(S): Most labs perform this assessment using either an automated or semi-automatd process or human interpretation. The process of interpretation is varied depending on a number of things including intended use degree of evidence for geneotype/phenotype associations and complexity the testing context. Where the test is highly targeted and findings simple with clear phenotype association the interpretation process will likely be more automated. "
PerformedGeneticObservation,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: The completed action of assessing a genetic characteristic of a biologic specimen or assessing a contextual characteristic of the genetic test itself. EXAMPLE(S): For CDISC's PG domain Exon Sequenced Sequence Start Sequence Length For CDISC's PF domain Amino Acid Nucleotide Allele Observed Level Raw Ct Value Copy Number Normalized Intensity 1 Value Fold Change New Assessment OTHER NAME(S): NOTE(S): Because of their similar attributes observations about genetic tests themselves as well as genetic observations about specimens are both represented by this single class."
PerformedGeneticObservationResult,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: The result of assessing a genetic characteristic of a biologic specimen. EXAMPLE(S): For an Amino Acid test the result might be Arg. OTHER NAME(S): NOTE(S):"
Protein,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: A representation of an organic macromolecule in public resources (e.g. UniProt or NCBI RefSeq) composed of one or more chains (linear polymers) of alpha-L-amino acids linked by peptide bonds and ranging in size from a few thousand to over 1 million Daltons. Comment Requested: In interest of re-using existing standards should the above definition of Protein be replaced by the following from the NLM -- <font color=#ff0000>: A molecule made up of amino acids that are needed for the body to function properly. Proteins are the basis of body structures such as skin and hair and of substances such as enzymes cytokines and antibodies.</font> <font color=#ff0000>[Source: http://ghr.nlm.nih.gov/glossary=protein]</font> EXAMPLE(S): A protein record from UniProt Knowledgebase: <u>http://www.uniprot.org/uniprot/P38398</u> OTHER NAME(S): NOTE(S):"
RNASequence,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: A representation of the linear arrangement of ribonucleotides. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
SingleNucleotidePolymorphism,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: A variation defined by the substitution of one base present at an appreciable frequency between individuals of a single interbreeding population. EXAMPLE(S): The A to G change in the TPMT gene identified by dbSNP rs1142345 OTHER NAME(S): NOTE(S):"
StudiedMolecularBiomarkerGroup,Out of Scope for HL7 Sep 2018 Ballot Cycle: Molecular Biology Sub-Domain,5.2,"DEFINITION: A collection of molecular biomarkers that is a focus of research in a particular study. EXAMPLE(S): Molecular Biomarker Group L10I+K20R+M36I+A71V+V82T might be a focus of study in protocol STDY-505357 OTHER NAME(S): NOTE(S):"
AmendmentChangeSummaryVersion,Protocol Representation Sub-Domain,5.2,"DEFINITION: A version of a document memo or brief that enumerates the differences between two versions of a study protocol document. EXAMPLE(S): OTHER NAME(S): Amendment NOTE(S): The term Amendment needs to be disambiguated since it sometimes refers to the amended version of the protocol (StudyProtocolDocumentVersion) and other times refers to the summary of changes (AmendmentChangeSummaryVersion) that are applied to a protocol to create a new version of the protocol."
